"DATE_TIME";"1__1_2500_044_Engine_Speed__ECU_";"1__1_0181_001_P_Charge_Mix_A";"1__1_4540_007_Fuel_Flow"
"2021-06-03 10:52:24 745000us";0.00;1.01;0.00
"2021-06-03 10:52:24 750000us";0.00;1.01;0.00
"2021-06-03 10:52:24 755000us";0.00;1.01;0.00
"2021-06-03 10:52:24 760000us";0.00;1.01;0.00
"2021-06-03 10:52:24 765000us";0.00;1.01;0.00
"2021-06-03 10:52:24 770000us";0.00;1.01;0.00
"2021-06-03 10:52:24 775000us";0.00;1.01;0.00
"2021-06-03 10:52:24 780000us";0.00;1.01;0.00
"2021-06-03 10:52:24 785000us";0.00;1.01;0.00
"2021-06-03 10:52:24 790000us";0.00;1.01;0.00
"2021-06-03 10:52:24 795000us";0.00;1.01;0.00
"2021-06-03 10:52:24 800000us";0.00;1.01;0.00
"2021-06-03 10:52:24 805000us";0.00;1.01;0.00
"2021-06-03 10:52:24 810000us";0.00;1.01;0.00
"2021-06-03 10:52:24 815000us";0.00;1.01;0.00
"2021-06-03 10:52:24 820000us";0.00;1.01;0.00
"2021-06-03 10:52:24 825000us";0.00;1.01;0.00
"2021-06-03 10:52:24 830000us";0.00;1.01;0.00
"2021-06-03 10:52:24 835000us";0.00;1.01;0.00
"2021-06-03 10:52:24 840000us";0.00;1.01;0.00
"2021-06-03 10:52:24 845000us";0.00;1.01;0.00
"2021-06-03 10:52:24 850000us";0.00;1.01;0.00
"2021-06-03 10:52:24 855000us";0.00;1.01;0.00
"2021-06-03 10:52:24 860000us";0.00;1.01;0.00
"2021-06-03 10:52:24 865000us";0.00;1.01;0.00
"2021-06-03 10:52:24 870000us";0.00;1.01;0.00
"2021-06-03 10:52:24 875000us";0.00;1.01;0.00
"2021-06-03 10:52:24 880000us";0.00;1.01;0.00
"2021-06-03 10:52:24 885000us";0.00;1.01;0.00
"2021-06-03 10:52:24 890000us";0.00;1.01;0.00
"2021-06-03 10:52:24 895000us";0.00;1.01;0.00
"2021-06-03 10:52:24 900000us";0.00;1.01;0.00
"2021-06-03 10:52:24 905000us";0.00;1.01;0.00
"2021-06-03 10:52:24 910000us";0.00;1.01;0.00
"2021-06-03 10:52:24 915000us";0.00;1.01;0.00
"2021-06-03 10:52:24 920000us";0.00;1.01;0.00
"2021-06-03 10:52:24 925000us";0.00;1.01;0.00
"2021-06-03 10:52:24 930000us";0.00;1.01;0.00
"2021-06-03 10:52:24 935000us";0.00;1.01;0.00
"2021-06-03 10:52:24 940000us";0.00;1.01;0.00
"2021-06-03 10:52:24 945000us";0.00;1.01;0.00
"2021-06-03 10:52:24 950000us";0.00;1.01;0.00
"2021-06-03 10:52:24 955000us";0.00;1.01;0.00
"2021-06-03 10:52:24 960000us";0.00;1.01;0.00
"2021-06-03 10:52:24 965000us";0.00;1.01;0.00
"2021-06-03 10:52:24 970000us";0.00;1.01;0.00
"2021-06-03 10:52:24 975000us";0.00;1.01;0.00
"2021-06-03 10:52:24 980000us";0.00;1.01;0.00
"2021-06-03 10:52:24 985000us";0.00;1.01;0.00
"2021-06-03 10:52:24 990000us";0.00;1.01;0.00
"2021-06-03 10:52:24 995000us";0.00;1.01;0.00
"2021-06-03 10:52:25 000000us";0.00;1.01;0.00
"2021-06-03 10:52:25 005000us";0.00;1.01;0.00
"2021-06-03 10:52:25 010000us";0.00;1.01;0.00
"2021-06-03 10:52:25 015000us";0.00;1.01;0.00
"2021-06-03 10:52:25 020000us";0.00;1.01;0.00
"2021-06-03 10:52:25 025000us";0.00;1.01;0.00
"2021-06-03 10:52:25 030000us";0.00;1.01;0.00
"2021-06-03 10:52:25 035000us";0.00;1.01;0.00
"2021-06-03 10:52:25 040000us";0.00;1.01;0.00
"2021-06-03 10:52:25 045000us";0.00;1.01;0.00
"2021-06-03 10:52:25 050000us";0.00;1.01;0.00
"2021-06-03 10:52:25 055000us";0.00;1.01;0.00
"2021-06-03 10:52:25 060000us";0.00;1.01;0.00
"2021-06-03 10:52:25 065000us";0.00;1.01;0.00
"2021-06-03 10:52:25 070000us";0.00;1.01;0.00
"2021-06-03 10:52:25 075000us";0.00;1.01;0.00
"2021-06-03 10:52:25 080000us";0.00;1.01;0.00
"2021-06-03 10:52:25 085000us";0.00;1.01;0.00
"2021-06-03 10:52:25 090000us";0.00;1.01;0.00
"2021-06-03 10:52:25 095000us";0.00;1.01;0.00
"2021-06-03 10:52:25 100000us";0.00;1.01;0.00
"2021-06-03 10:52:25 105000us";0.00;1.01;0.00
"2021-06-03 10:52:25 110000us";0.00;1.01;0.00
"2021-06-03 10:52:25 115000us";0.00;1.01;0.00
"2021-06-03 10:52:25 120000us";0.00;1.01;0.00
"2021-06-03 10:52:25 125000us";0.00;1.01;0.00
"2021-06-03 10:52:25 130000us";0.00;1.01;0.00
"2021-06-03 10:52:25 135000us";0.00;1.01;0.00
"2021-06-03 10:52:25 140000us";0.00;1.01;0.00
"2021-06-03 10:52:25 145000us";0.00;1.01;0.00
"2021-06-03 10:52:25 150000us";0.00;1.01;0.00
"2021-06-03 10:52:25 155000us";0.00;1.01;0.00
"2021-06-03 10:52:25 160000us";0.00;1.01;0.00
"2021-06-03 10:52:25 165000us";0.00;1.01;0.00
"2021-06-03 10:52:25 170000us";0.00;1.01;0.00
"2021-06-03 10:52:25 175000us";0.00;1.01;0.00
"2021-06-03 10:52:25 180000us";0.00;1.01;0.00
"2021-06-03 10:52:25 185000us";0.00;1.01;0.00
"2021-06-03 10:52:25 190000us";0.00;1.01;0.00
"2021-06-03 10:52:25 195000us";0.00;1.01;0.00
"2021-06-03 10:52:25 200000us";0.00;1.01;0.00
"2021-06-03 10:52:25 205000us";0.00;1.01;0.00
"2021-06-03 10:52:25 210000us";0.00;1.01;0.00
"2021-06-03 10:52:25 215000us";0.00;1.01;0.00
"2021-06-03 10:52:25 220000us";0.00;1.01;0.00
"2021-06-03 10:52:25 225000us";0.00;1.01;0.00
"2021-06-03 10:52:25 230000us";0.00;1.01;0.00
"2021-06-03 10:52:25 235000us";0.00;1.01;0.00
"2021-06-03 10:52:25 240000us";0.00;1.01;0.00
"2021-06-03 10:52:25 245000us";0.00;1.01;0.00
"2021-06-03 10:52:25 250000us";0.00;1.01;0.00
"2021-06-03 10:52:25 255000us";0.00;1.01;0.00
"2021-06-03 10:52:25 260000us";0.00;1.01;0.00
"2021-06-03 10:52:25 265000us";0.00;1.01;0.00
"2021-06-03 10:52:25 270000us";0.00;1.01;0.00
"2021-06-03 10:52:25 275000us";0.00;1.01;0.00
"2021-06-03 10:52:25 280000us";0.00;1.01;0.00
"2021-06-03 10:52:25 285000us";0.00;1.01;0.00
"2021-06-03 10:52:25 290000us";0.00;1.01;0.00
"2021-06-03 10:52:25 295000us";0.00;1.01;0.00
"2021-06-03 10:52:25 300000us";0.00;1.01;0.00
"2021-06-03 10:52:25 305000us";0.00;1.01;0.00
"2021-06-03 10:52:25 310000us";0.00;1.01;0.00
"2021-06-03 10:52:25 315000us";0.00;1.01;0.00
"2021-06-03 10:52:25 320000us";0.00;1.01;0.00
"2021-06-03 10:52:25 325000us";0.00;1.01;0.00
"2021-06-03 10:52:25 330000us";0.00;1.01;0.00
"2021-06-03 10:52:25 335000us";0.00;1.01;0.00
"2021-06-03 10:52:25 340000us";0.00;1.01;0.00
"2021-06-03 10:52:25 345000us";0.00;1.01;0.00
"2021-06-03 10:52:25 350000us";0.00;1.01;0.00
"2021-06-03 10:52:25 355000us";0.00;1.01;0.00
"2021-06-03 10:52:25 360000us";0.00;1.01;0.00
"2021-06-03 10:52:25 365000us";0.00;1.01;0.00
"2021-06-03 10:52:25 370000us";0.00;1.01;0.00
"2021-06-03 10:52:25 375000us";0.00;1.01;0.00
"2021-06-03 10:52:25 380000us";0.00;1.01;0.00
"2021-06-03 10:52:25 385000us";0.00;1.01;0.00
"2021-06-03 10:52:25 390000us";0.00;1.01;0.00
"2021-06-03 10:52:25 395000us";0.00;1.01;0.00
"2021-06-03 10:52:25 400000us";0.00;1.01;0.00
"2021-06-03 10:52:25 405000us";0.00;1.01;0.00
"2021-06-03 10:52:25 410000us";0.00;1.01;0.00
"2021-06-03 10:52:25 415000us";0.00;1.01;0.00
"2021-06-03 10:52:25 420000us";0.00;1.01;0.00
"2021-06-03 10:52:25 425000us";0.00;1.01;0.00
"2021-06-03 10:52:25 430000us";0.00;1.01;0.00
"2021-06-03 10:52:25 435000us";0.00;1.01;0.00
"2021-06-03 10:52:25 440000us";0.00;1.01;0.00
"2021-06-03 10:52:25 445000us";0.00;1.01;0.00
"2021-06-03 10:52:25 450000us";0.00;1.01;0.00
"2021-06-03 10:52:25 455000us";0.00;1.01;0.00
"2021-06-03 10:52:25 460000us";0.00;1.01;0.00
"2021-06-03 10:52:25 465000us";0.00;1.01;0.00
"2021-06-03 10:52:25 470000us";0.00;1.01;0.00
"2021-06-03 10:52:25 475000us";0.00;1.01;0.00
"2021-06-03 10:52:25 480000us";0.00;1.01;0.00
"2021-06-03 10:52:25 485000us";0.00;1.01;0.00
"2021-06-03 10:52:25 490000us";0.00;1.01;0.00
"2021-06-03 10:52:25 495000us";0.00;1.01;0.00
"2021-06-03 10:52:25 500000us";0.00;1.01;0.00
"2021-06-03 10:52:25 505000us";0.00;1.01;0.00
"2021-06-03 10:52:25 510000us";0.00;1.01;0.00
"2021-06-03 10:52:25 515000us";0.00;1.01;0.00
"2021-06-03 10:52:25 520000us";0.00;1.01;0.00
"2021-06-03 10:52:25 525000us";0.00;1.01;0.00
"2021-06-03 10:52:25 530000us";0.00;1.01;0.00
"2021-06-03 10:52:25 535000us";0.00;1.01;0.00
"2021-06-03 10:52:25 540000us";0.00;1.01;0.00
"2021-06-03 10:52:25 545000us";0.00;1.01;0.00
"2021-06-03 10:52:25 550000us";0.00;1.01;0.00
"2021-06-03 10:52:25 555000us";0.00;1.01;0.00
"2021-06-03 10:52:25 560000us";0.00;1.01;0.00
"2021-06-03 10:52:25 565000us";0.00;1.01;0.00
"2021-06-03 10:52:25 570000us";0.00;1.01;0.00
"2021-06-03 10:52:25 575000us";0.00;1.01;0.00
"2021-06-03 10:52:25 580000us";0.00;1.01;0.00
"2021-06-03 10:52:25 585000us";0.00;1.01;0.00
"2021-06-03 10:52:25 590000us";0.00;1.01;0.00
"2021-06-03 10:52:25 595000us";0.00;1.01;0.00
"2021-06-03 10:52:25 600000us";0.00;1.01;0.00
"2021-06-03 10:52:25 605000us";0.00;1.01;0.00
"2021-06-03 10:52:25 610000us";0.00;1.01;0.00
"2021-06-03 10:52:25 615000us";0.00;1.01;0.00
"2021-06-03 10:52:25 620000us";0.00;1.01;0.00
"2021-06-03 10:52:25 625000us";0.00;1.01;0.00
"2021-06-03 10:52:25 630000us";0.00;1.01;0.00
"2021-06-03 10:52:25 635000us";0.00;1.01;0.00
"2021-06-03 10:52:25 640000us";0.00;1.01;0.00
"2021-06-03 10:52:25 645000us";0.00;1.01;0.00
"2021-06-03 10:52:25 650000us";0.00;1.01;0.00
"2021-06-03 10:52:25 655000us";0.00;1.01;0.00
"2021-06-03 10:52:25 660000us";0.00;1.01;0.00
"2021-06-03 10:52:25 665000us";0.00;1.01;0.00
"2021-06-03 10:52:25 670000us";0.00;1.01;0.00
"2021-06-03 10:52:25 675000us";0.00;1.01;0.00
"2021-06-03 10:52:25 680000us";0.00;1.01;0.00
"2021-06-03 10:52:25 685000us";0.00;1.01;0.00
"2021-06-03 10:52:25 690000us";0.00;1.01;0.00
"2021-06-03 10:52:25 695000us";0.00;1.01;0.00
"2021-06-03 10:52:25 700000us";0.00;1.01;0.00
"2021-06-03 10:52:25 705000us";0.00;1.00;0.00
"2021-06-03 10:52:25 710000us";0.00;1.00;0.00
"2021-06-03 10:52:25 715000us";0.00;1.00;0.00
"2021-06-03 10:52:25 720000us";0.00;1.00;0.00
"2021-06-03 10:52:25 725000us";0.00;1.00;0.00
"2021-06-03 10:52:25 730000us";0.00;1.00;0.00
"2021-06-03 10:52:25 735000us";0.00;1.00;0.00
"2021-06-03 10:52:25 740000us";0.00;1.00;0.00
"2021-06-03 10:52:25 745000us";0.00;1.00;0.00
"2021-06-03 10:52:25 750000us";0.00;1.00;0.00
"2021-06-03 10:52:25 755000us";0.00;1.00;0.00
"2021-06-03 10:52:25 760000us";0.00;1.00;0.00
"2021-06-03 10:52:25 765000us";0.00;1.00;0.00
"2021-06-03 10:52:25 770000us";0.00;1.00;0.00
"2021-06-03 10:52:25 775000us";0.00;1.00;0.00
"2021-06-03 10:52:25 780000us";0.00;1.00;0.00
"2021-06-03 10:52:25 785000us";0.00;1.00;0.00
"2021-06-03 10:52:25 790000us";0.00;1.00;0.00
"2021-06-03 10:52:25 795000us";0.00;1.00;0.00
"2021-06-03 10:52:25 800000us";0.00;1.00;0.00
"2021-06-03 10:52:25 805000us";0.00;1.00;0.00
"2021-06-03 10:52:25 810000us";0.00;1.00;0.00
"2021-06-03 10:52:25 815000us";0.00;1.00;0.00
"2021-06-03 10:52:25 820000us";0.00;1.00;0.00
"2021-06-03 10:52:25 825000us";0.00;1.00;0.00
"2021-06-03 10:52:25 830000us";0.00;1.00;0.00
"2021-06-03 10:52:25 835000us";0.00;1.00;0.00
"2021-06-03 10:52:25 840000us";0.00;1.00;0.00
"2021-06-03 10:52:25 845000us";0.00;0.99;0.00
"2021-06-03 10:52:25 850000us";0.00;0.99;0.00
"2021-06-03 10:52:25 855000us";0.00;0.99;0.00
"2021-06-03 10:52:25 860000us";0.00;0.99;0.00
"2021-06-03 10:52:25 865000us";0.00;0.99;0.00
"2021-06-03 10:52:25 870000us";0.00;0.99;0.00
"2021-06-03 10:52:25 875000us";0.00;0.99;0.00
"2021-06-03 10:52:25 880000us";0.00;0.99;0.00
"2021-06-03 10:52:25 885000us";0.00;0.99;0.00
"2021-06-03 10:52:25 890000us";0.00;0.99;0.00
"2021-06-03 10:52:25 895000us";0.00;0.99;0.00
"2021-06-03 10:52:25 900000us";0.00;0.99;0.00
"2021-06-03 10:52:25 905000us";0.00;0.99;0.00
"2021-06-03 10:52:25 910000us";0.00;0.99;0.00
"2021-06-03 10:52:25 915000us";0.00;0.99;0.00
"2021-06-03 10:52:25 920000us";0.00;0.99;0.00
"2021-06-03 10:52:25 925000us";0.00;0.99;0.00
"2021-06-03 10:52:25 930000us";0.00;0.99;0.00
"2021-06-03 10:52:25 935000us";0.00;0.99;0.00
"2021-06-03 10:52:25 940000us";0.00;0.99;0.00
"2021-06-03 10:52:25 945000us";0.00;0.99;0.00
"2021-06-03 10:52:25 950000us";0.00;0.99;0.00
"2021-06-03 10:52:25 955000us";0.00;0.99;0.00
"2021-06-03 10:52:25 960000us";0.00;0.99;0.00
"2021-06-03 10:52:25 965000us";0.00;0.99;0.00
"2021-06-03 10:52:25 970000us";0.00;0.99;0.00
"2021-06-03 10:52:25 975000us";0.00;0.99;0.00
"2021-06-03 10:52:25 980000us";0.00;0.99;0.00
"2021-06-03 10:52:25 985000us";0.00;0.99;0.00
"2021-06-03 10:52:25 990000us";0.00;0.99;0.00
"2021-06-03 10:52:25 995000us";0.00;0.99;0.00
"2021-06-03 10:52:26 000000us";0.00;0.99;0.00
"2021-06-03 10:52:26 005000us";0.00;0.99;0.00
"2021-06-03 10:52:26 010000us";0.00;0.99;0.00
"2021-06-03 10:52:26 015000us";0.00;0.99;0.00
"2021-06-03 10:52:26 020000us";0.00;0.99;0.00
"2021-06-03 10:52:26 025000us";0.00;0.99;0.00
"2021-06-03 10:52:26 030000us";0.00;0.99;0.00
"2021-06-03 10:52:26 035000us";0.00;0.99;0.00
"2021-06-03 10:52:26 040000us";0.00;0.99;0.00
"2021-06-03 10:52:26 045000us";0.00;0.99;0.00
"2021-06-03 10:52:26 050000us";0.00;0.99;0.00
"2021-06-03 10:52:26 055000us";0.00;0.99;0.00
"2021-06-03 10:52:26 060000us";0.00;0.99;0.00
"2021-06-03 10:52:26 065000us";0.00;0.98;0.00
"2021-06-03 10:52:26 070000us";0.00;0.98;0.00
"2021-06-03 10:52:26 075000us";0.00;0.98;0.00
"2021-06-03 10:52:26 080000us";0.00;0.98;0.00
"2021-06-03 10:52:26 085000us";0.00;0.98;0.00
"2021-06-03 10:52:26 090000us";0.00;0.98;0.00
"2021-06-03 10:52:26 095000us";0.00;0.98;0.00
"2021-06-03 10:52:26 100000us";0.00;0.98;0.00
"2021-06-03 10:52:26 105000us";0.00;0.98;0.00
"2021-06-03 10:52:26 110000us";0.00;0.98;0.00
"2021-06-03 10:52:26 115000us";0.00;0.98;0.00
"2021-06-03 10:52:26 120000us";0.00;0.98;0.00
"2021-06-03 10:52:26 125000us";0.00;0.98;0.00
"2021-06-03 10:52:26 130000us";0.00;0.98;0.00
"2021-06-03 10:52:26 135000us";0.00;0.98;0.00
"2021-06-03 10:52:26 140000us";0.00;0.98;0.00
"2021-06-03 10:52:26 145000us";0.00;0.98;0.00
"2021-06-03 10:52:26 150000us";0.00;0.98;0.00
"2021-06-03 10:52:26 155000us";0.00;0.98;0.00
"2021-06-03 10:52:26 160000us";0.00;0.98;0.00
"2021-06-03 10:52:26 165000us";0.00;0.98;0.00
"2021-06-03 10:52:26 170000us";0.00;0.98;0.00
"2021-06-03 10:52:26 175000us";0.00;0.98;0.00
"2021-06-03 10:52:26 180000us";0.00;0.98;0.00
"2021-06-03 10:52:26 185000us";0.00;0.98;0.00
"2021-06-03 10:52:26 190000us";0.00;0.98;0.00
"2021-06-03 10:52:26 195000us";0.00;0.98;0.00
"2021-06-03 10:52:26 200000us";0.00;0.98;0.00
"2021-06-03 10:52:26 205000us";0.00;0.98;0.00
"2021-06-03 10:52:26 210000us";0.00;0.98;0.00
"2021-06-03 10:52:26 215000us";0.00;0.98;0.00
"2021-06-03 10:52:26 220000us";0.00;0.98;0.00
"2021-06-03 10:52:26 225000us";0.00;0.98;0.00
"2021-06-03 10:52:26 230000us";0.00;0.98;0.00
"2021-06-03 10:52:26 235000us";0.00;0.98;0.00
"2021-06-03 10:52:26 240000us";0.00;0.98;0.00
"2021-06-03 10:52:26 245000us";0.00;0.98;0.00
"2021-06-03 10:52:26 250000us";0.00;0.98;0.00
"2021-06-03 10:52:26 255000us";0.00;0.98;0.00
"2021-06-03 10:52:26 260000us";0.00;0.98;0.00
"2021-06-03 10:52:26 265000us";0.00;0.99;0.00
"2021-06-03 10:52:26 270000us";0.00;0.99;0.00
"2021-06-03 10:52:26 275000us";0.00;0.99;0.00
"2021-06-03 10:52:26 280000us";0.00;0.99;0.00
"2021-06-03 10:52:26 285000us";0.00;0.98;0.00
"2021-06-03 10:52:26 290000us";0.00;0.98;0.00
"2021-06-03 10:52:26 295000us";0.00;0.98;0.00
"2021-06-03 10:52:26 300000us";0.00;0.98;0.00
"2021-06-03 10:52:26 305000us";0.00;0.98;0.00
"2021-06-03 10:52:26 310000us";0.00;0.98;0.00
"2021-06-03 10:52:26 315000us";0.00;0.98;0.00
"2021-06-03 10:52:26 320000us";0.00;0.98;0.00
"2021-06-03 10:52:26 325000us";0.00;0.98;0.00
"2021-06-03 10:52:26 330000us";0.00;0.98;0.00
"2021-06-03 10:52:26 335000us";0.00;0.98;0.00
"2021-06-03 10:52:26 340000us";0.00;0.98;0.00
"2021-06-03 10:52:26 345000us";0.00;0.98;0.00
"2021-06-03 10:52:26 350000us";0.00;0.98;0.00
"2021-06-03 10:52:26 355000us";0.00;0.98;0.00
"2021-06-03 10:52:26 360000us";0.00;0.98;0.00
"2021-06-03 10:52:26 365000us";0.00;0.98;0.00
"2021-06-03 10:52:26 370000us";0.00;0.98;0.00
"2021-06-03 10:52:26 375000us";0.00;0.98;0.00
"2021-06-03 10:52:26 380000us";0.00;0.98;0.00
"2021-06-03 10:52:26 385000us";0.00;0.98;0.00
"2021-06-03 10:52:26 390000us";0.00;0.98;0.00
"2021-06-03 10:52:26 395000us";0.00;0.98;0.00
"2021-06-03 10:52:26 400000us";0.00;0.98;0.00
"2021-06-03 10:52:26 405000us";0.00;0.98;0.00
"2021-06-03 10:52:26 410000us";0.00;0.98;0.00
"2021-06-03 10:52:26 415000us";0.00;0.98;0.00
"2021-06-03 10:52:26 420000us";0.00;0.98;0.00
"2021-06-03 10:52:26 425000us";0.00;0.98;0.00
"2021-06-03 10:52:26 430000us";0.00;0.98;0.00
"2021-06-03 10:52:26 435000us";0.00;0.98;0.00
"2021-06-03 10:52:26 440000us";0.00;0.98;0.00
"2021-06-03 10:52:26 445000us";0.00;0.98;0.00
"2021-06-03 10:52:26 450000us";0.00;0.98;0.00
"2021-06-03 10:52:26 455000us";0.00;0.98;0.00
"2021-06-03 10:52:26 460000us";0.00;0.98;0.00
"2021-06-03 10:52:26 465000us";0.00;0.98;0.00
"2021-06-03 10:52:26 470000us";0.00;0.98;0.00
"2021-06-03 10:52:26 475000us";0.00;0.98;0.00
"2021-06-03 10:52:26 480000us";0.00;0.98;0.00
"2021-06-03 10:52:26 485000us";0.00;0.98;0.00
"2021-06-03 10:52:26 490000us";0.00;0.98;0.00
"2021-06-03 10:52:26 495000us";0.00;0.98;0.00
"2021-06-03 10:52:26 500000us";0.00;0.98;0.00
"2021-06-03 10:52:26 505000us";0.00;0.98;0.00
"2021-06-03 10:52:26 510000us";0.00;0.98;0.00
"2021-06-03 10:52:26 515000us";0.00;0.98;0.00
"2021-06-03 10:52:26 520000us";0.00;0.98;0.00
"2021-06-03 10:52:26 525000us";0.00;0.98;0.00
"2021-06-03 10:52:26 530000us";0.00;0.98;0.00
"2021-06-03 10:52:26 535000us";0.00;0.98;0.00
"2021-06-03 10:52:26 540000us";0.00;0.98;0.00
"2021-06-03 10:52:26 545000us";0.00;0.98;0.00
"2021-06-03 10:52:26 550000us";0.00;0.98;0.00
"2021-06-03 10:52:26 555000us";0.00;0.98;0.00
"2021-06-03 10:52:26 560000us";0.00;0.98;0.00
"2021-06-03 10:52:26 565000us";0.00;0.98;0.00
"2021-06-03 10:52:26 570000us";0.00;0.98;0.00
"2021-06-03 10:52:26 575000us";0.00;0.98;0.00
"2021-06-03 10:52:26 580000us";0.00;0.98;0.00
"2021-06-03 10:52:26 585000us";0.00;0.98;0.00
"2021-06-03 10:52:26 590000us";0.00;0.98;0.00
"2021-06-03 10:52:26 595000us";0.00;0.98;0.00
"2021-06-03 10:52:26 600000us";0.00;0.98;0.00
"2021-06-03 10:52:26 605000us";0.00;0.98;0.00
"2021-06-03 10:52:26 610000us";0.00;0.98;0.00
"2021-06-03 10:52:26 615000us";0.00;0.98;0.00
"2021-06-03 10:52:26 620000us";0.00;0.98;0.00
"2021-06-03 10:52:26 625000us";0.00;0.97;0.00
"2021-06-03 10:52:26 630000us";0.00;0.97;0.00
"2021-06-03 10:52:26 635000us";0.00;0.97;0.00
"2021-06-03 10:52:26 640000us";0.00;0.97;0.00
"2021-06-03 10:52:26 645000us";0.00;0.97;0.00
"2021-06-03 10:52:26 650000us";0.00;0.97;0.00
"2021-06-03 10:52:26 655000us";0.00;0.97;0.00
"2021-06-03 10:52:26 660000us";0.00;0.97;0.00
"2021-06-03 10:52:26 665000us";0.00;0.97;0.00
"2021-06-03 10:52:26 670000us";0.00;0.97;0.00
"2021-06-03 10:52:26 675000us";0.00;0.97;0.00
"2021-06-03 10:52:26 680000us";0.00;0.97;0.00
"2021-06-03 10:52:26 685000us";0.00;0.97;0.00
"2021-06-03 10:52:26 690000us";0.00;0.97;0.00
"2021-06-03 10:52:26 695000us";0.00;0.97;0.00
"2021-06-03 10:52:26 700000us";0.00;0.97;0.00
"2021-06-03 10:52:26 705000us";0.00;0.97;0.00
"2021-06-03 10:52:26 710000us";0.00;0.97;0.00
"2021-06-03 10:52:26 715000us";0.00;0.97;0.00
"2021-06-03 10:52:26 720000us";0.00;0.97;0.00
"2021-06-03 10:52:26 725000us";0.00;0.97;0.00
"2021-06-03 10:52:26 730000us";0.00;0.97;0.00
"2021-06-03 10:52:26 735000us";0.00;0.97;0.00
"2021-06-03 10:52:26 740000us";0.00;0.97;0.00
"2021-06-03 10:52:26 745000us";0.00;0.97;0.00
"2021-06-03 10:52:26 750000us";0.00;0.97;0.00
"2021-06-03 10:52:26 755000us";0.00;0.97;0.00
"2021-06-03 10:52:26 760000us";0.00;0.97;0.00
"2021-06-03 10:52:26 765000us";0.00;0.97;0.00
"2021-06-03 10:52:26 770000us";0.00;0.97;0.00
"2021-06-03 10:52:26 775000us";0.00;0.97;0.00
"2021-06-03 10:52:26 780000us";0.00;0.97;0.00
"2021-06-03 10:52:26 785000us";0.00;0.97;0.00
"2021-06-03 10:52:26 790000us";0.00;0.97;0.00
"2021-06-03 10:52:26 795000us";0.00;0.97;0.00
"2021-06-03 10:52:26 800000us";0.00;0.97;0.00
"2021-06-03 10:52:26 805000us";0.00;0.97;0.00
"2021-06-03 10:52:26 810000us";0.00;0.97;0.00
"2021-06-03 10:52:26 815000us";0.00;0.97;0.00
"2021-06-03 10:52:26 820000us";0.00;0.97;0.00
"2021-06-03 10:52:26 825000us";0.00;0.97;0.00
"2021-06-03 10:52:26 830000us";0.00;0.97;0.00
"2021-06-03 10:52:26 835000us";0.00;0.97;0.00
"2021-06-03 10:52:26 840000us";0.00;0.97;0.00
"2021-06-03 10:52:26 845000us";0.00;0.96;0.00
"2021-06-03 10:52:26 850000us";0.00;0.96;0.00
"2021-06-03 10:52:26 855000us";0.00;0.96;0.00
"2021-06-03 10:52:26 860000us";0.00;0.96;0.00
"2021-06-03 10:52:26 865000us";0.00;0.96;0.00
"2021-06-03 10:52:26 870000us";0.00;0.96;0.00
"2021-06-03 10:52:26 875000us";0.00;0.96;0.00
"2021-06-03 10:52:26 880000us";0.00;0.96;0.00
"2021-06-03 10:52:26 885000us";0.00;0.96;0.00
"2021-06-03 10:52:26 890000us";0.00;0.96;0.00
"2021-06-03 10:52:26 895000us";0.00;0.96;0.00
"2021-06-03 10:52:26 900000us";0.00;0.96;0.00
"2021-06-03 10:52:26 905000us";0.00;0.96;0.00
"2021-06-03 10:52:26 910000us";0.00;0.96;0.00
"2021-06-03 10:52:26 915000us";0.00;0.96;0.00
"2021-06-03 10:52:26 920000us";0.00;0.96;0.00
"2021-06-03 10:52:26 925000us";0.00;0.96;0.00
"2021-06-03 10:52:26 930000us";0.00;0.96;0.00
"2021-06-03 10:52:26 935000us";0.00;0.96;0.00
"2021-06-03 10:52:26 940000us";0.00;0.96;0.00
"2021-06-03 10:52:26 945000us";0.00;0.96;0.00
"2021-06-03 10:52:26 950000us";0.00;0.96;0.00
"2021-06-03 10:52:26 955000us";0.00;0.96;0.00
"2021-06-03 10:52:26 960000us";0.00;0.96;0.00
"2021-06-03 10:52:26 965000us";0.00;0.96;0.00
"2021-06-03 10:52:26 970000us";0.00;0.96;0.00
"2021-06-03 10:52:26 975000us";0.00;0.96;0.00
"2021-06-03 10:52:26 980000us";0.00;0.96;0.00
"2021-06-03 10:52:26 985000us";0.00;0.96;0.00
"2021-06-03 10:52:26 990000us";0.00;0.96;0.00
"2021-06-03 10:52:26 995000us";0.00;0.96;0.00
"2021-06-03 10:52:27 000000us";0.00;0.96;0.00
"2021-06-03 10:52:27 005000us";0.00;0.96;0.00
"2021-06-03 10:52:27 010000us";0.00;0.96;0.00
"2021-06-03 10:52:27 015000us";0.00;0.96;0.00
"2021-06-03 10:52:27 020000us";0.00;0.96;0.00
"2021-06-03 10:52:27 025000us";0.00;0.95;0.00
"2021-06-03 10:52:27 030000us";0.00;0.95;0.00
"2021-06-03 10:52:27 035000us";0.00;0.95;0.00
"2021-06-03 10:52:27 040000us";0.00;0.95;0.00
"2021-06-03 10:52:27 045000us";0.00;0.95;0.00
"2021-06-03 10:52:27 050000us";0.00;0.95;0.00
"2021-06-03 10:52:27 055000us";0.00;0.95;0.00
"2021-06-03 10:52:27 060000us";0.00;0.95;0.00
