"DATE_TIME";"1__1_2500_044_Engine_Speed__ECU_";"1__1_0181_001_P_Charge_Mix_A";"1__1_4540_007_Fuel_Flow"
"2021-01-22 10:17:48 176000us";0.00;0.98;0.00
"2021-01-22 10:17:48 181000us";0.00;0.98;0.00
"2021-01-22 10:17:48 186000us";0.00;0.98;0.00
"2021-01-22 10:17:48 191000us";0.00;0.98;0.00
"2021-01-22 10:17:48 196000us";0.00;0.98;0.00
"2021-01-22 10:17:48 201000us";0.00;0.98;0.00
"2021-01-22 10:17:48 206000us";0.00;0.98;0.00
"2021-01-22 10:17:48 211000us";0.00;0.98;0.00
"2021-01-22 10:17:48 216000us";0.00;0.98;0.00
"2021-01-22 10:17:48 221000us";0.00;0.98;0.00
"2021-01-22 10:17:48 226000us";0.00;0.98;0.00
"2021-01-22 10:17:48 231000us";0.00;0.98;0.00
"2021-01-22 10:17:48 236000us";0.00;0.98;0.00
"2021-01-22 10:17:48 241000us";0.00;0.98;0.00
"2021-01-22 10:17:48 246000us";0.00;0.98;0.00
"2021-01-22 10:17:48 251000us";0.00;0.98;0.00
"2021-01-22 10:17:48 256000us";0.00;0.98;0.00
"2021-01-22 10:17:48 261000us";0.00;0.98;0.00
"2021-01-22 10:17:48 266000us";0.00;0.98;0.00
"2021-01-22 10:17:48 271000us";0.00;0.98;0.00
"2021-01-22 10:17:48 276000us";0.00;0.98;0.00
"2021-01-22 10:17:48 281000us";0.00;0.98;0.00
"2021-01-22 10:17:48 286000us";0.00;0.98;0.00
"2021-01-22 10:17:48 291000us";0.00;0.98;0.00
"2021-01-22 10:17:48 296000us";0.00;0.98;0.00
"2021-01-22 10:17:48 301000us";0.00;0.98;0.00
"2021-01-22 10:17:48 306000us";0.00;0.98;0.00
"2021-01-22 10:17:48 311000us";0.00;0.98;0.00
"2021-01-22 10:17:48 316000us";0.00;0.98;0.00
"2021-01-22 10:17:48 321000us";0.00;0.98;0.00
"2021-01-22 10:17:48 326000us";0.00;0.98;0.00
"2021-01-22 10:17:48 331000us";0.00;0.98;0.00
"2021-01-22 10:17:48 336000us";0.00;0.98;0.00
"2021-01-22 10:17:48 341000us";0.00;0.98;0.00
"2021-01-22 10:17:48 346000us";0.00;0.98;0.00
"2021-01-22 10:17:48 351000us";0.00;0.98;0.00
"2021-01-22 10:17:48 356000us";0.00;0.98;0.00
"2021-01-22 10:17:48 361000us";0.00;0.98;0.00
"2021-01-22 10:17:48 366000us";0.00;0.98;0.00
"2021-01-22 10:17:48 371000us";0.00;0.98;0.00
"2021-01-22 10:17:48 376000us";0.00;0.98;0.00
"2021-01-22 10:17:48 381000us";0.00;0.98;0.00
"2021-01-22 10:17:48 386000us";0.00;0.98;0.00
"2021-01-22 10:17:48 391000us";0.00;0.98;0.00
"2021-01-22 10:17:48 396000us";0.00;0.98;0.00
"2021-01-22 10:17:48 401000us";0.00;0.98;0.00
"2021-01-22 10:17:48 406000us";0.00;0.98;0.00
"2021-01-22 10:17:48 411000us";0.00;0.98;0.00
"2021-01-22 10:17:48 416000us";0.00;0.98;0.00
"2021-01-22 10:17:48 421000us";0.00;0.98;0.00
"2021-01-22 10:17:48 426000us";0.00;0.98;0.00
"2021-01-22 10:17:48 431000us";0.00;0.98;0.00
"2021-01-22 10:17:48 436000us";0.00;0.98;0.00
"2021-01-22 10:17:48 441000us";0.00;0.98;0.00
"2021-01-22 10:17:48 446000us";0.00;0.98;0.00
"2021-01-22 10:17:48 451000us";0.00;0.98;0.00
"2021-01-22 10:17:48 456000us";0.00;0.98;0.00
"2021-01-22 10:17:48 461000us";0.00;0.98;0.00
"2021-01-22 10:17:48 466000us";0.00;0.98;0.00
"2021-01-22 10:17:48 471000us";0.00;0.98;0.00
"2021-01-22 10:17:48 476000us";0.00;0.98;0.00
"2021-01-22 10:17:48 481000us";0.00;0.98;0.00
"2021-01-22 10:17:48 486000us";0.00;0.98;0.00
"2021-01-22 10:17:48 491000us";0.00;0.98;0.00
"2021-01-22 10:17:48 496000us";0.00;0.98;0.00
"2021-01-22 10:17:48 501000us";0.00;0.98;0.00
"2021-01-22 10:17:48 506000us";0.00;0.98;0.00
"2021-01-22 10:17:48 511000us";0.00;0.98;0.00
"2021-01-22 10:17:48 516000us";0.00;0.98;0.00
"2021-01-22 10:17:48 521000us";0.00;0.98;0.00
"2021-01-22 10:17:48 526000us";0.00;0.98;0.00
"2021-01-22 10:17:48 531000us";0.00;0.98;0.00
"2021-01-22 10:17:48 536000us";0.00;0.98;0.00
"2021-01-22 10:17:48 541000us";0.00;0.98;0.00
"2021-01-22 10:17:48 546000us";0.00;0.98;0.00
"2021-01-22 10:17:48 551000us";0.00;0.95;0.00
"2021-01-22 10:17:48 556000us";0.00;0.95;0.00
"2021-01-22 10:17:48 561000us";0.00;0.95;0.00
"2021-01-22 10:17:48 566000us";0.00;0.95;0.00
"2021-01-22 10:17:48 571000us";0.00;0.95;0.00
"2021-01-22 10:17:48 576000us";0.00;0.95;0.00
"2021-01-22 10:17:48 581000us";0.00;0.95;0.00
"2021-01-22 10:17:48 586000us";0.00;0.95;0.00
"2021-01-22 10:17:48 591000us";0.00;0.95;0.00
"2021-01-22 10:17:48 596000us";0.00;0.95;0.00
"2021-01-22 10:17:48 601000us";0.00;0.95;0.00
"2021-01-22 10:17:48 606000us";0.00;0.95;0.00
"2021-01-22 10:17:48 611000us";0.00;0.95;0.00
"2021-01-22 10:17:48 616000us";0.00;0.95;0.00
"2021-01-22 10:17:48 621000us";0.00;0.95;0.00
"2021-01-22 10:17:48 626000us";0.00;0.95;0.00
"2021-01-22 10:17:48 631000us";0.00;0.95;0.00
"2021-01-22 10:17:48 636000us";0.00;0.95;0.00
"2021-01-22 10:17:48 641000us";0.00;0.95;0.00
"2021-01-22 10:17:48 646000us";0.00;0.95;0.00
"2021-01-22 10:17:48 651000us";0.00;0.95;0.00
"2021-01-22 10:17:48 656000us";0.00;0.95;0.00
"2021-01-22 10:17:48 661000us";0.00;0.95;0.00
"2021-01-22 10:17:48 666000us";0.00;0.95;0.00
"2021-01-22 10:17:48 671000us";0.00;0.95;0.00
"2021-01-22 10:17:48 676000us";0.00;0.95;0.00
"2021-01-22 10:17:48 681000us";0.00;0.95;0.00
"2021-01-22 10:17:48 686000us";0.00;0.95;0.00
"2021-01-22 10:17:48 691000us";0.00;0.95;0.00
"2021-01-22 10:17:48 696000us";0.00;0.95;0.00
"2021-01-22 10:17:48 701000us";0.00;0.95;0.00
"2021-01-22 10:17:48 706000us";0.00;0.95;0.00
"2021-01-22 10:17:48 711000us";0.00;0.95;0.00
"2021-01-22 10:17:48 716000us";0.00;0.95;0.00
"2021-01-22 10:17:48 721000us";0.00;0.95;0.00
"2021-01-22 10:17:48 726000us";0.00;0.95;0.00
"2021-01-22 10:17:48 731000us";0.00;0.95;0.00
"2021-01-22 10:17:48 736000us";0.00;0.95;0.00
"2021-01-22 10:17:48 741000us";0.00;0.95;0.00
"2021-01-22 10:17:48 746000us";0.00;0.95;0.00
"2021-01-22 10:17:48 751000us";0.00;0.95;0.00
"2021-01-22 10:17:48 756000us";0.00;0.95;0.00
"2021-01-22 10:17:48 761000us";0.00;0.95;0.00
"2021-01-22 10:17:48 766000us";0.00;0.95;0.00
"2021-01-22 10:17:48 771000us";0.00;0.95;0.00
"2021-01-22 10:17:48 776000us";0.00;0.95;0.00
"2021-01-22 10:17:48 781000us";0.00;0.95;0.00
"2021-01-22 10:17:48 786000us";0.00;0.95;0.00
"2021-01-22 10:17:48 791000us";0.00;0.95;0.00
"2021-01-22 10:17:48 796000us";0.00;0.95;0.00
"2021-01-22 10:17:48 801000us";0.00;0.95;0.00
"2021-01-22 10:17:48 806000us";0.00;0.95;0.00
"2021-01-22 10:17:48 811000us";0.00;0.95;0.00
"2021-01-22 10:17:48 816000us";0.00;0.95;0.00
"2021-01-22 10:17:48 821000us";0.00;0.95;0.00
"2021-01-22 10:17:48 826000us";0.00;0.95;0.00
"2021-01-22 10:17:48 831000us";0.00;0.95;0.00
"2021-01-22 10:17:48 836000us";0.00;0.95;0.00
"2021-01-22 10:17:48 841000us";0.00;0.95;0.00
"2021-01-22 10:17:48 846000us";0.00;0.95;0.00
"2021-01-22 10:17:48 851000us";0.00;0.95;0.00
"2021-01-22 10:17:48 856000us";0.00;0.95;0.00
"2021-01-22 10:17:48 861000us";0.00;0.95;0.00
"2021-01-22 10:17:48 866000us";0.00;0.95;0.00
"2021-01-22 10:17:48 871000us";0.00;0.95;0.00
"2021-01-22 10:17:48 876000us";0.00;0.95;0.00
"2021-01-22 10:17:48 881000us";0.00;0.95;0.00
"2021-01-22 10:17:48 886000us";0.00;0.95;0.00
"2021-01-22 10:17:48 891000us";0.00;0.93;0.00
"2021-01-22 10:17:48 896000us";0.00;0.93;0.00
"2021-01-22 10:17:48 901000us";0.00;0.93;0.00
"2021-01-22 10:17:48 906000us";0.00;0.93;0.00
"2021-01-22 10:17:48 911000us";0.00;0.93;0.00
"2021-01-22 10:17:48 916000us";0.00;0.93;0.00
"2021-01-22 10:17:48 921000us";0.00;0.93;0.00
"2021-01-22 10:17:48 926000us";0.00;0.93;0.00
"2021-01-22 10:17:48 931000us";0.00;0.93;0.00
"2021-01-22 10:17:48 936000us";0.00;0.93;0.00
"2021-01-22 10:17:48 941000us";0.00;0.93;0.00
"2021-01-22 10:17:48 946000us";0.00;0.93;0.00
"2021-01-22 10:17:48 951000us";0.00;0.93;0.00
"2021-01-22 10:17:48 956000us";0.00;0.93;0.00
"2021-01-22 10:17:48 961000us";0.00;0.93;0.00
"2021-01-22 10:17:48 966000us";0.00;0.93;0.00
"2021-01-22 10:17:48 971000us";0.00;0.93;0.00
"2021-01-22 10:17:48 976000us";0.00;0.93;0.00
"2021-01-22 10:17:48 981000us";0.00;0.93;0.00
"2021-01-22 10:17:48 986000us";0.00;0.93;0.00
"2021-01-22 10:17:48 991000us";0.00;0.93;0.00
"2021-01-22 10:17:48 996000us";0.00;0.93;0.00
"2021-01-22 10:17:49 001000us";0.00;0.93;0.00
"2021-01-22 10:17:49 006000us";0.00;0.93;0.00
"2021-01-22 10:17:49 011000us";0.00;0.93;0.00
"2021-01-22 10:17:49 016000us";0.00;0.93;0.00
"2021-01-22 10:17:49 021000us";0.00;0.93;0.00
"2021-01-22 10:17:49 026000us";0.00;0.93;0.00
"2021-01-22 10:17:49 031000us";0.00;0.93;0.00
"2021-01-22 10:17:49 036000us";0.00;0.93;0.00
"2021-01-22 10:17:49 041000us";0.00;0.93;0.00
"2021-01-22 10:17:49 046000us";0.00;0.93;0.00
"2021-01-22 10:17:49 051000us";0.00;0.93;0.00
"2021-01-22 10:17:49 056000us";0.00;0.93;0.00
"2021-01-22 10:17:49 061000us";0.00;0.93;0.00
"2021-01-22 10:17:49 066000us";0.00;0.93;0.00
"2021-01-22 10:17:49 071000us";0.00;0.93;0.00
"2021-01-22 10:17:49 076000us";0.00;0.93;0.00
"2021-01-22 10:17:49 081000us";0.00;0.93;0.00
"2021-01-22 10:17:49 086000us";0.00;0.93;0.00
"2021-01-22 10:17:49 091000us";0.00;0.93;0.00
"2021-01-22 10:17:49 096000us";0.00;0.93;0.00
"2021-01-22 10:17:49 101000us";0.00;0.93;0.00
"2021-01-22 10:17:49 106000us";0.00;0.93;0.00
"2021-01-22 10:17:49 111000us";0.00;0.93;0.00
"2021-01-22 10:17:49 116000us";0.00;0.93;0.00
"2021-01-22 10:17:49 121000us";0.00;0.93;0.00
"2021-01-22 10:17:49 126000us";0.00;0.93;0.00
"2021-01-22 10:17:49 131000us";0.00;0.93;0.00
"2021-01-22 10:17:49 136000us";0.00;0.93;0.00
"2021-01-22 10:17:49 141000us";0.00;0.93;0.00
"2021-01-22 10:17:49 146000us";0.00;0.93;0.00
"2021-01-22 10:17:49 151000us";0.00;0.93;0.00
"2021-01-22 10:17:49 156000us";0.00;0.93;0.00
"2021-01-22 10:17:49 161000us";0.00;0.93;0.00
"2021-01-22 10:17:49 166000us";0.00;0.93;0.00
"2021-01-22 10:17:49 171000us";0.00;0.93;0.00
"2021-01-22 10:17:49 176000us";0.00;0.93;0.00
"2021-01-22 10:17:49 181000us";0.00;0.93;0.00
"2021-01-22 10:17:49 186000us";0.00;0.93;0.00
"2021-01-22 10:17:49 191000us";0.00;0.93;0.00
"2021-01-22 10:17:49 196000us";0.00;0.93;0.00
"2021-01-22 10:17:49 201000us";0.00;0.93;0.00
"2021-01-22 10:17:49 206000us";0.00;0.93;0.00
"2021-01-22 10:17:49 211000us";0.00;0.93;0.00
"2021-01-22 10:17:49 216000us";0.00;0.93;0.00
"2021-01-22 10:17:49 221000us";0.00;0.93;0.00
"2021-01-22 10:17:49 226000us";0.00;0.93;0.00
"2021-01-22 10:17:49 231000us";0.00;0.91;0.00
"2021-01-22 10:17:49 236000us";0.00;0.91;0.00
"2021-01-22 10:17:49 241000us";0.00;0.91;0.00
"2021-01-22 10:17:49 246000us";0.00;0.91;0.00
"2021-01-22 10:17:49 251000us";0.00;0.91;0.00
"2021-01-22 10:17:49 256000us";0.00;0.91;0.00
"2021-01-22 10:17:49 261000us";0.00;0.91;0.00
"2021-01-22 10:17:49 266000us";0.00;0.91;0.00
"2021-01-22 10:17:49 271000us";0.00;0.91;0.00
"2021-01-22 10:17:49 276000us";0.00;0.91;0.00
"2021-01-22 10:17:49 281000us";0.00;0.91;0.00
"2021-01-22 10:17:49 286000us";0.00;0.91;0.00
"2021-01-22 10:17:49 291000us";0.00;0.91;0.00
"2021-01-22 10:17:49 296000us";0.00;0.91;0.00
"2021-01-22 10:17:49 301000us";0.00;0.91;0.00
"2021-01-22 10:17:49 306000us";0.00;0.91;0.00
"2021-01-22 10:17:49 311000us";0.00;0.91;0.00
"2021-01-22 10:17:49 316000us";0.00;0.91;0.00
"2021-01-22 10:17:49 321000us";0.00;0.91;0.00
"2021-01-22 10:17:49 326000us";0.00;0.91;0.00
"2021-01-22 10:17:49 331000us";0.00;0.91;0.00
"2021-01-22 10:17:49 336000us";0.00;0.91;0.00
"2021-01-22 10:17:49 341000us";0.00;0.91;0.00
"2021-01-22 10:17:49 346000us";0.00;0.91;0.00
"2021-01-22 10:17:49 351000us";0.00;0.91;0.00
"2021-01-22 10:17:49 356000us";0.00;0.91;0.00
"2021-01-22 10:17:49 361000us";0.00;0.91;0.00
"2021-01-22 10:17:49 366000us";0.00;0.91;0.00
"2021-01-22 10:17:49 371000us";0.00;0.91;0.00
"2021-01-22 10:17:49 376000us";0.00;0.91;0.00
"2021-01-22 10:17:49 381000us";0.00;0.91;0.00
"2021-01-22 10:17:49 386000us";0.00;0.91;0.00
"2021-01-22 10:17:49 391000us";0.00;0.91;0.00
"2021-01-22 10:17:49 396000us";0.00;0.91;0.00
"2021-01-22 10:17:49 401000us";0.00;0.91;0.00
"2021-01-22 10:17:49 406000us";0.00;0.91;0.00
"2021-01-22 10:17:49 411000us";0.00;0.91;0.00
"2021-01-22 10:17:49 416000us";0.00;0.91;0.00
"2021-01-22 10:17:49 421000us";0.00;0.91;0.00
"2021-01-22 10:17:49 426000us";0.00;0.91;0.00
"2021-01-22 10:17:49 431000us";0.00;0.91;0.00
"2021-01-22 10:17:49 436000us";0.00;0.91;0.00
"2021-01-22 10:17:49 441000us";0.00;0.91;0.00
"2021-01-22 10:17:49 446000us";0.00;0.91;0.00
"2021-01-22 10:17:49 451000us";0.00;0.91;0.00
"2021-01-22 10:17:49 456000us";0.00;0.91;0.00
"2021-01-22 10:17:49 461000us";0.00;0.91;0.00
"2021-01-22 10:17:49 466000us";0.00;0.91;0.00
"2021-01-22 10:17:49 471000us";0.00;0.91;0.00
"2021-01-22 10:17:49 476000us";0.00;0.91;0.00
"2021-01-22 10:17:49 481000us";0.00;0.91;0.00
"2021-01-22 10:17:49 486000us";0.00;0.91;0.00
"2021-01-22 10:17:49 491000us";0.00;0.91;0.00
"2021-01-22 10:17:49 496000us";0.00;0.91;0.00
"2021-01-22 10:17:49 501000us";0.00;0.91;0.00
"2021-01-22 10:17:49 506000us";0.00;0.91;0.00
"2021-01-22 10:17:49 511000us";0.00;0.91;0.00
"2021-01-22 10:17:49 516000us";0.00;0.91;0.00
"2021-01-22 10:17:49 521000us";0.00;0.91;0.00
"2021-01-22 10:17:49 526000us";0.00;0.91;0.00
"2021-01-22 10:17:49 531000us";0.00;0.91;0.00
"2021-01-22 10:17:49 536000us";0.00;0.91;0.00
"2021-01-22 10:17:49 541000us";0.00;0.91;0.00
"2021-01-22 10:17:49 546000us";0.00;0.91;0.00
"2021-01-22 10:17:49 551000us";0.00;0.91;0.00
"2021-01-22 10:17:49 556000us";0.00;0.91;0.00
"2021-01-22 10:17:49 561000us";0.00;0.91;0.00
"2021-01-22 10:17:49 566000us";0.00;0.91;0.00
"2021-01-22 10:17:49 571000us";80.60;0.93;0.00
"2021-01-22 10:17:49 576000us";80.60;0.93;0.00
"2021-01-22 10:17:49 581000us";80.60;0.93;0.00
"2021-01-22 10:17:49 586000us";80.60;0.93;0.00
"2021-01-22 10:17:49 591000us";80.60;0.93;0.00
"2021-01-22 10:17:49 596000us";80.60;0.93;0.00
"2021-01-22 10:17:49 601000us";80.60;0.93;0.00
"2021-01-22 10:17:49 606000us";80.60;0.93;0.00
"2021-01-22 10:17:49 611000us";80.60;0.93;0.00
"2021-01-22 10:17:49 616000us";80.60;0.93;0.00
"2021-01-22 10:17:49 621000us";80.60;0.93;0.00
"2021-01-22 10:17:49 626000us";80.60;0.93;0.00
"2021-01-22 10:17:49 631000us";80.60;0.93;0.00
"2021-01-22 10:17:49 636000us";80.60;0.93;0.00
"2021-01-22 10:17:49 641000us";80.60;0.93;0.00
"2021-01-22 10:17:49 646000us";80.60;0.93;0.00
"2021-01-22 10:17:49 651000us";80.60;0.93;0.00
"2021-01-22 10:17:49 656000us";80.60;0.93;0.00
"2021-01-22 10:17:49 661000us";80.60;0.93;0.00
"2021-01-22 10:17:49 666000us";80.60;0.93;0.00
"2021-01-22 10:17:49 671000us";80.60;0.93;0.00
"2021-01-22 10:17:49 676000us";80.60;0.93;0.00
"2021-01-22 10:17:49 681000us";80.60;0.93;0.00
"2021-01-22 10:17:49 686000us";80.60;0.93;0.00
"2021-01-22 10:17:49 691000us";80.60;0.93;0.00
