"DATE_TIME";"1__1_2500_044_Engine_Speed__ECU_";"1__1_0181_001_P_Charge_Mix_A";"1__1_4540_007_Fuel_Flow"
"2021-01-22 10:18:04 976000us";96.30;0.97;15.40
"2021-01-22 10:18:04 981000us";96.30;0.97;15.40
"2021-01-22 10:18:04 986000us";96.30;0.97;15.40
"2021-01-22 10:18:04 991000us";96.30;0.97;15.40
"2021-01-22 10:18:04 996000us";96.30;0.97;15.40
"2021-01-22 10:18:05 001000us";96.30;0.97;15.40
"2021-01-22 10:18:05 006000us";96.30;0.97;15.40
"2021-01-22 10:18:05 011000us";96.30;0.97;15.40
"2021-01-22 10:18:05 016000us";96.30;0.97;15.40
"2021-01-22 10:18:05 021000us";96.30;0.97;15.40
"2021-01-22 10:18:05 026000us";96.30;0.97;15.40
"2021-01-22 10:18:05 031000us";96.30;0.97;15.40
"2021-01-22 10:18:05 036000us";96.30;0.97;15.40
"2021-01-22 10:18:05 041000us";96.30;0.97;15.40
"2021-01-22 10:18:05 046000us";96.30;0.97;15.40
"2021-01-22 10:18:05 051000us";96.30;0.97;15.40
"2021-01-22 10:18:05 056000us";96.30;0.97;15.40
"2021-01-22 10:18:05 061000us";96.30;0.97;15.40
"2021-01-22 10:18:05 066000us";96.30;0.97;15.40
"2021-01-22 10:18:05 071000us";96.30;0.97;15.40
"2021-01-22 10:18:05 076000us";96.30;0.97;15.40
"2021-01-22 10:18:05 081000us";96.30;0.97;15.40
"2021-01-22 10:18:05 086000us";96.30;0.97;15.40
"2021-01-22 10:18:05 091000us";96.30;0.97;15.40
"2021-01-22 10:18:05 096000us";96.30;0.97;15.40
"2021-01-22 10:18:05 101000us";96.30;0.97;15.40
"2021-01-22 10:18:05 106000us";96.30;0.97;15.40
"2021-01-22 10:18:05 111000us";96.30;0.97;15.40
"2021-01-22 10:18:05 116000us";96.30;0.97;15.40
"2021-01-22 10:18:05 121000us";96.30;0.97;15.40
"2021-01-22 10:18:05 126000us";96.30;0.97;15.40
"2021-01-22 10:18:05 131000us";96.30;0.97;15.40
"2021-01-22 10:18:05 136000us";96.30;0.97;15.40
"2021-01-22 10:18:05 141000us";96.30;0.97;15.40
"2021-01-22 10:18:05 146000us";96.30;0.97;15.40
"2021-01-22 10:18:05 151000us";96.30;0.97;15.40
"2021-01-22 10:18:05 156000us";96.30;0.97;15.40
"2021-01-22 10:18:05 161000us";96.30;0.97;15.40
"2021-01-22 10:18:05 166000us";96.30;0.97;15.40
"2021-01-22 10:18:05 171000us";96.30;0.97;15.40
"2021-01-22 10:18:05 176000us";96.30;0.97;15.40
"2021-01-22 10:18:05 181000us";96.30;0.97;15.40
"2021-01-22 10:18:05 186000us";96.30;0.97;15.40
"2021-01-22 10:18:05 191000us";96.30;0.97;15.40
"2021-01-22 10:18:05 196000us";96.30;0.97;15.40
"2021-01-22 10:18:05 201000us";96.30;0.97;15.40
"2021-01-22 10:18:05 206000us";96.30;0.97;15.40
"2021-01-22 10:18:05 211000us";95.80;0.97;14.34
"2021-01-22 10:18:05 216000us";95.80;0.97;14.34
"2021-01-22 10:18:05 221000us";95.80;0.97;14.34
"2021-01-22 10:18:05 226000us";95.80;0.97;14.34
"2021-01-22 10:18:05 231000us";95.80;0.97;14.34
"2021-01-22 10:18:05 236000us";95.80;0.97;14.34
"2021-01-22 10:18:05 241000us";95.80;0.97;14.34
"2021-01-22 10:18:05 246000us";95.80;0.97;14.34
"2021-01-22 10:18:05 251000us";95.80;0.97;14.34
"2021-01-22 10:18:05 256000us";95.80;0.97;14.34
"2021-01-22 10:18:05 261000us";95.80;0.97;14.34
"2021-01-22 10:18:05 266000us";95.80;0.97;14.34
"2021-01-22 10:18:05 271000us";95.80;0.97;14.34
"2021-01-22 10:18:05 276000us";95.80;0.97;14.34
"2021-01-22 10:18:05 281000us";95.80;0.97;14.34
"2021-01-22 10:18:05 286000us";95.80;0.97;14.34
"2021-01-22 10:18:05 291000us";95.80;0.97;14.34
"2021-01-22 10:18:05 296000us";95.80;0.97;14.34
"2021-01-22 10:18:05 301000us";95.80;0.97;14.34
"2021-01-22 10:18:05 306000us";95.80;0.97;14.34
"2021-01-22 10:18:05 311000us";95.80;0.97;14.34
"2021-01-22 10:18:05 316000us";95.80;0.97;14.34
"2021-01-22 10:18:05 321000us";95.80;0.97;14.34
"2021-01-22 10:18:05 326000us";95.80;0.97;14.34
"2021-01-22 10:18:05 331000us";95.80;0.97;14.34
"2021-01-22 10:18:05 336000us";95.80;0.97;14.34
"2021-01-22 10:18:05 341000us";95.80;0.97;14.34
"2021-01-22 10:18:05 346000us";95.80;0.97;14.34
"2021-01-22 10:18:05 351000us";95.80;0.97;14.34
"2021-01-22 10:18:05 356000us";95.80;0.97;14.34
"2021-01-22 10:18:05 361000us";95.80;0.97;14.34
"2021-01-22 10:18:05 366000us";95.80;0.97;14.34
"2021-01-22 10:18:05 371000us";95.80;0.97;14.34
"2021-01-22 10:18:05 376000us";95.80;0.97;14.34
"2021-01-22 10:18:05 381000us";95.80;0.97;14.34
"2021-01-22 10:18:05 386000us";95.80;0.97;14.34
"2021-01-22 10:18:05 391000us";95.80;0.97;14.34
"2021-01-22 10:18:05 396000us";95.80;0.97;14.34
"2021-01-22 10:18:05 401000us";95.80;0.97;14.34
"2021-01-22 10:18:05 406000us";95.80;0.97;14.34
"2021-01-22 10:18:05 411000us";95.80;0.97;14.34
"2021-01-22 10:18:05 416000us";95.80;0.97;14.34
"2021-01-22 10:18:05 421000us";95.80;0.97;14.34
"2021-01-22 10:18:05 426000us";95.80;0.97;14.34
"2021-01-22 10:18:05 431000us";95.80;0.97;14.34
"2021-01-22 10:18:05 436000us";95.80;0.97;14.34
"2021-01-22 10:18:05 441000us";95.80;0.97;14.34
"2021-01-22 10:18:05 446000us";95.80;0.97;14.34
"2021-01-22 10:18:05 451000us";95.80;0.97;14.34
"2021-01-22 10:18:05 456000us";95.80;0.97;14.34
"2021-01-22 10:18:05 461000us";95.80;0.97;14.34
"2021-01-22 10:18:05 466000us";95.80;0.97;14.34
"2021-01-22 10:18:05 471000us";95.80;0.97;14.34
"2021-01-22 10:18:05 476000us";95.80;0.97;14.34
"2021-01-22 10:18:05 481000us";95.80;0.97;14.34
"2021-01-22 10:18:05 486000us";95.80;0.97;14.34
"2021-01-22 10:18:05 491000us";95.80;0.97;14.34
"2021-01-22 10:18:05 496000us";95.80;0.97;14.34
"2021-01-22 10:18:05 501000us";95.80;0.97;14.34
"2021-01-22 10:18:05 506000us";95.80;0.97;14.34
"2021-01-22 10:18:05 511000us";95.80;0.97;14.34
"2021-01-22 10:18:05 516000us";95.80;0.97;14.34
"2021-01-22 10:18:05 521000us";95.80;0.97;14.34
"2021-01-22 10:18:05 526000us";95.80;0.97;14.34
"2021-01-22 10:18:05 531000us";95.80;0.97;14.34
"2021-01-22 10:18:05 536000us";95.80;0.97;14.34
"2021-01-22 10:18:05 541000us";95.80;0.97;14.34
"2021-01-22 10:18:05 546000us";95.80;0.97;14.34
"2021-01-22 10:18:05 551000us";96.00;0.97;15.36
"2021-01-22 10:18:05 556000us";96.00;0.97;15.36
"2021-01-22 10:18:05 561000us";96.00;0.97;15.36
"2021-01-22 10:18:05 566000us";96.00;0.97;15.36
"2021-01-22 10:18:05 571000us";96.00;0.97;15.36
"2021-01-22 10:18:05 576000us";96.00;0.97;15.36
"2021-01-22 10:18:05 581000us";96.00;0.97;15.36
"2021-01-22 10:18:05 586000us";96.00;0.97;15.36
"2021-01-22 10:18:05 591000us";96.00;0.97;15.36
"2021-01-22 10:18:05 596000us";96.00;0.97;15.36
"2021-01-22 10:18:05 601000us";96.00;0.97;15.36
"2021-01-22 10:18:05 606000us";96.00;0.97;15.36
"2021-01-22 10:18:05 611000us";96.00;0.97;15.36
"2021-01-22 10:18:05 616000us";96.00;0.97;15.36
"2021-01-22 10:18:05 621000us";96.00;0.97;15.36
"2021-01-22 10:18:05 626000us";96.00;0.97;15.36
"2021-01-22 10:18:05 631000us";96.00;0.97;15.36
"2021-01-22 10:18:05 636000us";96.00;0.97;15.36
"2021-01-22 10:18:05 641000us";96.00;0.97;15.36
"2021-01-22 10:18:05 646000us";96.00;0.97;15.36
"2021-01-22 10:18:05 651000us";96.00;0.97;15.36
"2021-01-22 10:18:05 656000us";96.00;0.97;15.36
"2021-01-22 10:18:05 661000us";96.00;0.97;15.36
"2021-01-22 10:18:05 666000us";96.00;0.97;15.36
"2021-01-22 10:18:05 671000us";96.00;0.97;15.36
"2021-01-22 10:18:05 676000us";96.00;0.97;15.36
"2021-01-22 10:18:05 681000us";96.00;0.97;15.36
"2021-01-22 10:18:05 686000us";96.00;0.97;15.36
"2021-01-22 10:18:05 691000us";96.00;0.97;15.36
"2021-01-22 10:18:05 696000us";96.00;0.97;15.36
"2021-01-22 10:18:05 701000us";96.00;0.97;15.36
"2021-01-22 10:18:05 706000us";96.00;0.97;15.36
"2021-01-22 10:18:05 711000us";96.00;0.97;15.36
"2021-01-22 10:18:05 716000us";96.00;0.97;15.36
"2021-01-22 10:18:05 721000us";96.00;0.97;15.36
"2021-01-22 10:18:05 726000us";96.00;0.97;15.36
"2021-01-22 10:18:05 731000us";96.00;0.97;15.36
"2021-01-22 10:18:05 736000us";96.00;0.97;15.36
"2021-01-22 10:18:05 741000us";96.00;0.97;15.36
"2021-01-22 10:18:05 746000us";96.00;0.97;15.36
"2021-01-22 10:18:05 751000us";96.00;0.97;15.36
"2021-01-22 10:18:05 756000us";96.00;0.97;15.36
"2021-01-22 10:18:05 761000us";96.00;0.97;15.36
"2021-01-22 10:18:05 766000us";96.00;0.97;15.36
"2021-01-22 10:18:05 771000us";96.00;0.97;15.36
"2021-01-22 10:18:05 776000us";96.00;0.97;15.36
"2021-01-22 10:18:05 781000us";96.00;0.97;15.36
"2021-01-22 10:18:05 786000us";96.00;0.97;15.36
"2021-01-22 10:18:05 791000us";96.00;0.97;15.36
"2021-01-22 10:18:05 796000us";96.00;0.97;15.36
"2021-01-22 10:18:05 801000us";96.00;0.97;15.36
"2021-01-22 10:18:05 806000us";96.00;0.97;15.36
"2021-01-22 10:18:05 811000us";96.00;0.97;15.36
"2021-01-22 10:18:05 816000us";96.00;0.97;15.36
"2021-01-22 10:18:05 821000us";96.00;0.97;15.36
"2021-01-22 10:18:05 826000us";96.00;0.97;15.36
"2021-01-22 10:18:05 831000us";96.00;0.97;15.36
"2021-01-22 10:18:05 836000us";96.00;0.97;15.36
"2021-01-22 10:18:05 841000us";96.00;0.97;15.36
"2021-01-22 10:18:05 846000us";96.00;0.97;15.36
"2021-01-22 10:18:05 851000us";96.00;0.97;15.36
"2021-01-22 10:18:05 856000us";96.00;0.97;15.36
"2021-01-22 10:18:05 861000us";96.00;0.97;15.36
"2021-01-22 10:18:05 866000us";96.00;0.97;15.36
"2021-01-22 10:18:05 871000us";96.00;0.97;15.36
"2021-01-22 10:18:05 876000us";96.00;0.97;15.36
"2021-01-22 10:18:05 881000us";96.00;0.97;15.36
"2021-01-22 10:18:05 886000us";96.00;0.97;15.36
"2021-01-22 10:18:05 891000us";96.30;0.97;14.67
"2021-01-22 10:18:05 896000us";96.30;0.97;14.67
"2021-01-22 10:18:05 901000us";96.30;0.97;14.67
"2021-01-22 10:18:05 906000us";96.30;0.97;14.67
"2021-01-22 10:18:05 911000us";96.30;0.97;14.67
"2021-01-22 10:18:05 916000us";96.30;0.97;14.67
"2021-01-22 10:18:05 921000us";96.30;0.97;14.67
"2021-01-22 10:18:05 926000us";96.30;0.97;14.67
"2021-01-22 10:18:05 931000us";96.30;0.97;14.67
"2021-01-22 10:18:05 936000us";96.30;0.97;14.67
"2021-01-22 10:18:05 941000us";96.30;0.97;14.67
"2021-01-22 10:18:05 946000us";96.30;0.97;14.67
"2021-01-22 10:18:05 951000us";96.30;0.97;14.67
"2021-01-22 10:18:05 956000us";96.30;0.97;14.67
"2021-01-22 10:18:05 961000us";96.30;0.97;14.67
"2021-01-22 10:18:05 966000us";96.30;0.97;14.67
"2021-01-22 10:18:05 971000us";96.30;0.97;14.67
"2021-01-22 10:18:05 976000us";96.30;0.97;14.67
"2021-01-22 10:18:05 981000us";96.30;0.97;14.67
"2021-01-22 10:18:05 986000us";96.30;0.97;14.67
"2021-01-22 10:18:05 991000us";96.30;0.97;14.67
"2021-01-22 10:18:05 996000us";96.30;0.97;14.67
"2021-01-22 10:18:06 001000us";96.30;0.97;14.67
"2021-01-22 10:18:06 006000us";96.30;0.97;14.67
"2021-01-22 10:18:06 011000us";96.30;0.97;14.67
"2021-01-22 10:18:06 016000us";96.30;0.97;14.67
"2021-01-22 10:18:06 021000us";96.30;0.97;14.67
"2021-01-22 10:18:06 026000us";96.30;0.97;14.67
"2021-01-22 10:18:06 031000us";96.30;0.97;14.67
"2021-01-22 10:18:06 036000us";96.30;0.97;14.67
"2021-01-22 10:18:06 041000us";96.30;0.97;14.67
"2021-01-22 10:18:06 046000us";96.30;0.97;14.67
"2021-01-22 10:18:06 051000us";96.30;0.97;14.67
"2021-01-22 10:18:06 056000us";96.30;0.97;14.67
"2021-01-22 10:18:06 061000us";96.30;0.97;14.67
"2021-01-22 10:18:06 066000us";96.30;0.97;14.67
"2021-01-22 10:18:06 071000us";96.30;0.97;14.67
"2021-01-22 10:18:06 076000us";96.30;0.97;14.67
"2021-01-22 10:18:06 081000us";96.30;0.97;14.67
"2021-01-22 10:18:06 086000us";96.30;0.97;14.67
"2021-01-22 10:18:06 091000us";96.30;0.97;14.67
"2021-01-22 10:18:06 096000us";96.30;0.97;14.67
"2021-01-22 10:18:06 101000us";96.30;0.97;14.67
"2021-01-22 10:18:06 106000us";96.30;0.97;14.67
"2021-01-22 10:18:06 111000us";96.30;0.97;14.67
"2021-01-22 10:18:06 116000us";96.30;0.97;14.67
"2021-01-22 10:18:06 121000us";96.30;0.97;14.67
"2021-01-22 10:18:06 126000us";96.30;0.97;14.67
"2021-01-22 10:18:06 131000us";96.30;0.97;14.67
"2021-01-22 10:18:06 136000us";96.30;0.97;14.67
"2021-01-22 10:18:06 141000us";96.30;0.97;14.67
"2021-01-22 10:18:06 146000us";96.30;0.97;14.67
"2021-01-22 10:18:06 151000us";96.30;0.97;14.67
"2021-01-22 10:18:06 156000us";96.30;0.97;14.67
"2021-01-22 10:18:06 161000us";96.30;0.97;14.67
"2021-01-22 10:18:06 166000us";96.30;0.97;14.67
"2021-01-22 10:18:06 171000us";96.30;0.97;14.67
"2021-01-22 10:18:06 176000us";96.30;0.97;14.67
"2021-01-22 10:18:06 181000us";96.30;0.97;14.67
"2021-01-22 10:18:06 186000us";96.30;0.97;14.67
"2021-01-22 10:18:06 191000us";96.30;0.97;14.67
"2021-01-22 10:18:06 196000us";96.30;0.97;14.67
"2021-01-22 10:18:06 201000us";96.30;0.97;14.67
"2021-01-22 10:18:06 206000us";96.30;0.97;14.67
"2021-01-22 10:18:06 211000us";96.30;0.97;14.67
"2021-01-22 10:18:06 216000us";96.30;0.97;14.67
"2021-01-22 10:18:06 221000us";96.30;0.97;14.67
"2021-01-22 10:18:06 226000us";96.30;0.97;14.67
"2021-01-22 10:18:06 231000us";100.80;0.97;14.74
"2021-01-22 10:18:06 236000us";100.80;0.97;14.74
"2021-01-22 10:18:06 241000us";100.80;0.97;14.74
"2021-01-22 10:18:06 246000us";100.80;0.97;14.74
"2021-01-22 10:18:06 251000us";100.80;0.97;14.74
"2021-01-22 10:18:06 256000us";100.80;0.97;14.74
"2021-01-22 10:18:06 261000us";100.80;0.97;14.74
"2021-01-22 10:18:06 266000us";100.80;0.97;14.74
"2021-01-22 10:18:06 271000us";100.80;0.97;14.74
"2021-01-22 10:18:06 276000us";100.80;0.97;14.74
"2021-01-22 10:18:06 281000us";100.80;0.97;14.74
"2021-01-22 10:18:06 286000us";100.80;0.97;14.74
"2021-01-22 10:18:06 291000us";100.80;0.97;14.74
"2021-01-22 10:18:06 296000us";100.80;0.97;14.74
"2021-01-22 10:18:06 301000us";100.80;0.97;14.74
"2021-01-22 10:18:06 306000us";100.80;0.97;14.74
"2021-01-22 10:18:06 311000us";100.80;0.97;14.74
"2021-01-22 10:18:06 316000us";100.80;0.97;14.74
"2021-01-22 10:18:06 321000us";100.80;0.97;14.74
"2021-01-22 10:18:06 326000us";100.80;0.97;14.74
"2021-01-22 10:18:06 331000us";100.80;0.97;14.74
"2021-01-22 10:18:06 336000us";100.80;0.97;14.74
"2021-01-22 10:18:06 341000us";100.80;0.97;14.74
"2021-01-22 10:18:06 346000us";100.80;0.97;14.74
"2021-01-22 10:18:06 351000us";100.80;0.97;14.74
"2021-01-22 10:18:06 356000us";100.80;0.97;14.74
"2021-01-22 10:18:06 361000us";100.80;0.97;14.74
"2021-01-22 10:18:06 366000us";100.80;0.97;14.74
"2021-01-22 10:18:06 371000us";100.80;0.97;14.74
"2021-01-22 10:18:06 376000us";100.80;0.97;14.74
"2021-01-22 10:18:06 381000us";100.80;0.97;14.74
"2021-01-22 10:18:06 386000us";100.80;0.97;14.74
"2021-01-22 10:18:06 391000us";100.80;0.97;14.74
"2021-01-22 10:18:06 396000us";100.80;0.97;14.74
"2021-01-22 10:18:06 401000us";100.80;0.97;14.74
"2021-01-22 10:18:06 406000us";100.80;0.97;14.74
"2021-01-22 10:18:06 411000us";100.80;0.97;14.74
"2021-01-22 10:18:06 416000us";100.80;0.97;14.74
"2021-01-22 10:18:06 421000us";100.80;0.97;14.74
"2021-01-22 10:18:06 426000us";100.80;0.97;14.74
"2021-01-22 10:18:06 431000us";100.80;0.97;14.74
"2021-01-22 10:18:06 436000us";100.80;0.97;14.74
"2021-01-22 10:18:06 441000us";100.80;0.97;14.74
"2021-01-22 10:18:06 446000us";100.80;0.97;14.74
"2021-01-22 10:18:06 451000us";100.80;0.97;14.74
"2021-01-22 10:18:06 456000us";100.80;0.97;14.74
"2021-01-22 10:18:06 461000us";100.80;0.97;14.74
"2021-01-22 10:18:06 466000us";100.80;0.97;14.74
"2021-01-22 10:18:06 471000us";100.80;0.97;14.74
"2021-01-22 10:18:06 476000us";100.80;0.97;14.74
"2021-01-22 10:18:06 481000us";100.80;0.97;14.74
"2021-01-22 10:18:06 486000us";100.80;0.97;14.74
"2021-01-22 10:18:06 491000us";100.80;0.97;14.74
"2021-01-22 10:18:06 496000us";100.80;0.97;14.74
"2021-01-22 10:18:06 501000us";100.80;0.97;14.74
"2021-01-22 10:18:06 506000us";100.80;0.97;14.74
"2021-01-22 10:18:06 511000us";100.80;0.97;14.74
"2021-01-22 10:18:06 516000us";100.80;0.97;14.74
"2021-01-22 10:18:06 521000us";100.80;0.97;14.74
"2021-01-22 10:18:06 526000us";100.80;0.97;14.74
"2021-01-22 10:18:06 531000us";100.80;0.97;14.74
"2021-01-22 10:18:06 536000us";100.80;0.97;14.74
"2021-01-22 10:18:06 541000us";100.80;0.97;14.74
"2021-01-22 10:18:06 546000us";100.80;0.97;14.74
"2021-01-22 10:18:06 551000us";100.80;0.97;14.74
"2021-01-22 10:18:06 556000us";100.80;0.97;14.74
"2021-01-22 10:18:06 561000us";100.80;0.97;14.74
"2021-01-22 10:18:06 566000us";100.80;0.97;14.74
"2021-01-22 10:18:06 571000us";112.20;0.96;16.15
"2021-01-22 10:18:06 576000us";112.20;0.96;16.15
"2021-01-22 10:18:06 581000us";112.20;0.96;16.15
"2021-01-22 10:18:06 586000us";112.20;0.96;16.15
"2021-01-22 10:18:06 591000us";112.20;0.96;16.15
"2021-01-22 10:18:06 596000us";112.20;0.96;16.15
"2021-01-22 10:18:06 601000us";112.20;0.96;16.15
"2021-01-22 10:18:06 606000us";112.20;0.96;16.15
"2021-01-22 10:18:06 611000us";112.20;0.96;16.15
"2021-01-22 10:18:06 616000us";112.20;0.96;16.15
"2021-01-22 10:18:06 621000us";112.20;0.96;16.15
"2021-01-22 10:18:06 626000us";112.20;0.96;16.15
"2021-01-22 10:18:06 631000us";112.20;0.96;16.15
"2021-01-22 10:18:06 636000us";112.20;0.96;16.15
"2021-01-22 10:18:06 641000us";112.20;0.96;16.15
"2021-01-22 10:18:06 646000us";112.20;0.96;16.15
"2021-01-22 10:18:06 651000us";112.20;0.96;16.15
"2021-01-22 10:18:06 656000us";112.20;0.96;16.15
"2021-01-22 10:18:06 661000us";112.20;0.96;16.15
"2021-01-22 10:18:06 666000us";112.20;0.96;16.15
"2021-01-22 10:18:06 671000us";112.20;0.96;16.15
"2021-01-22 10:18:06 676000us";112.20;0.96;16.15
"2021-01-22 10:18:06 681000us";112.20;0.96;16.15
"2021-01-22 10:18:06 686000us";112.20;0.96;16.15
"2021-01-22 10:18:06 691000us";112.20;0.96;16.15
"2021-01-22 10:18:06 696000us";112.20;0.96;16.15
"2021-01-22 10:18:06 701000us";112.20;0.96;16.15
"2021-01-22 10:18:06 706000us";112.20;0.96;16.15
"2021-01-22 10:18:06 711000us";112.20;0.96;16.15
"2021-01-22 10:18:06 716000us";112.20;0.96;16.15
"2021-01-22 10:18:06 721000us";112.20;0.96;16.15
"2021-01-22 10:18:06 726000us";112.20;0.96;16.15
"2021-01-22 10:18:06 731000us";112.20;0.96;16.15
"2021-01-22 10:18:06 736000us";112.20;0.96;16.15
"2021-01-22 10:18:06 741000us";112.20;0.96;16.15
"2021-01-22 10:18:06 746000us";112.20;0.96;16.15
"2021-01-22 10:18:06 751000us";112.20;0.96;16.15
"2021-01-22 10:18:06 756000us";112.20;0.96;16.15
"2021-01-22 10:18:06 761000us";112.20;0.96;16.15
"2021-01-22 10:18:06 766000us";112.20;0.96;16.15
"2021-01-22 10:18:06 771000us";112.20;0.96;16.15
"2021-01-22 10:18:06 776000us";112.20;0.96;16.15
"2021-01-22 10:18:06 781000us";112.20;0.96;16.15
"2021-01-22 10:18:06 786000us";112.20;0.96;16.15
"2021-01-22 10:18:06 791000us";112.20;0.96;16.15
"2021-01-22 10:18:06 796000us";112.20;0.96;16.15
"2021-01-22 10:18:06 801000us";112.20;0.96;16.15
"2021-01-22 10:18:06 806000us";112.20;0.96;16.15
"2021-01-22 10:18:06 811000us";112.20;0.96;16.15
"2021-01-22 10:18:06 816000us";112.20;0.96;16.15
"2021-01-22 10:18:06 821000us";112.20;0.96;16.15
"2021-01-22 10:18:06 826000us";112.20;0.96;16.15
"2021-01-22 10:18:06 831000us";112.20;0.96;16.15
"2021-01-22 10:18:06 836000us";112.20;0.96;16.15
"2021-01-22 10:18:06 841000us";112.20;0.96;16.15
"2021-01-22 10:18:06 846000us";112.20;0.96;16.15
"2021-01-22 10:18:06 851000us";112.20;0.96;16.15
"2021-01-22 10:18:06 856000us";112.20;0.96;16.15
"2021-01-22 10:18:06 861000us";112.20;0.96;16.15
"2021-01-22 10:18:06 866000us";112.20;0.96;16.15
"2021-01-22 10:18:06 871000us";112.20;0.96;16.15
"2021-01-22 10:18:06 876000us";112.20;0.96;16.15
"2021-01-22 10:18:06 881000us";112.20;0.96;16.15
"2021-01-22 10:18:06 886000us";112.20;0.96;16.15
"2021-01-22 10:18:06 891000us";112.20;0.96;16.15
"2021-01-22 10:18:06 896000us";112.20;0.96;16.15
"2021-01-22 10:18:06 901000us";112.20;0.96;16.15
"2021-01-22 10:18:06 906000us";112.20;0.96;16.15
"2021-01-22 10:18:06 911000us";136.70;0.96;18.93
"2021-01-22 10:18:06 916000us";136.70;0.96;18.93
"2021-01-22 10:18:06 921000us";136.70;0.96;18.93
"2021-01-22 10:18:06 926000us";136.70;0.96;18.93
"2021-01-22 10:18:06 931000us";136.70;0.96;18.93
"2021-01-22 10:18:06 936000us";136.70;0.96;18.93
"2021-01-22 10:18:06 941000us";136.70;0.96;18.93
"2021-01-22 10:18:06 946000us";136.70;0.96;18.93
"2021-01-22 10:18:06 951000us";136.70;0.96;18.93
"2021-01-22 10:18:06 956000us";136.70;0.96;18.93
"2021-01-22 10:18:06 961000us";136.70;0.96;18.93
"2021-01-22 10:18:06 966000us";136.70;0.96;18.93
"2021-01-22 10:18:06 971000us";136.70;0.96;18.93
"2021-01-22 10:18:06 976000us";136.70;0.96;18.93
"2021-01-22 10:18:06 981000us";136.70;0.96;18.93
"2021-01-22 10:18:06 986000us";136.70;0.96;18.93
"2021-01-22 10:18:06 991000us";136.70;0.96;18.93
"2021-01-22 10:18:06 996000us";136.70;0.96;18.93
"2021-01-22 10:18:07 001000us";136.70;0.96;18.93
"2021-01-22 10:18:07 006000us";136.70;0.96;18.93
"2021-01-22 10:18:07 011000us";136.70;0.96;18.93
"2021-01-22 10:18:07 016000us";136.70;0.96;18.93
"2021-01-22 10:18:07 021000us";136.70;0.96;18.93
"2021-01-22 10:18:07 026000us";136.70;0.96;18.93
"2021-01-22 10:18:07 031000us";136.70;0.96;18.93
"2021-01-22 10:18:07 036000us";136.70;0.96;18.93
"2021-01-22 10:18:07 041000us";136.70;0.96;18.93
"2021-01-22 10:18:07 046000us";136.70;0.96;18.93
"2021-01-22 10:18:07 051000us";136.70;0.96;18.93
"2021-01-22 10:18:07 056000us";136.70;0.96;18.93
"2021-01-22 10:18:07 061000us";136.70;0.96;18.93
"2021-01-22 10:18:07 066000us";136.70;0.96;18.93
"2021-01-22 10:18:07 071000us";136.70;0.96;18.93
"2021-01-22 10:18:07 076000us";136.70;0.96;18.93
"2021-01-22 10:18:07 081000us";136.70;0.96;18.93
"2021-01-22 10:18:07 086000us";136.70;0.96;18.93
"2021-01-22 10:18:07 091000us";136.70;0.96;18.93
"2021-01-22 10:18:07 096000us";136.70;0.96;18.93
"2021-01-22 10:18:07 101000us";136.70;0.96;18.93
"2021-01-22 10:18:07 106000us";136.70;0.96;18.93
"2021-01-22 10:18:07 111000us";136.70;0.96;18.93
"2021-01-22 10:18:07 116000us";136.70;0.96;18.93
"2021-01-22 10:18:07 121000us";136.70;0.96;18.93
"2021-01-22 10:18:07 126000us";136.70;0.96;18.93
"2021-01-22 10:18:07 131000us";136.70;0.96;18.93
"2021-01-22 10:18:07 136000us";136.70;0.96;18.93
"2021-01-22 10:18:07 141000us";136.70;0.96;18.93
"2021-01-22 10:18:07 146000us";136.70;0.96;18.93
"2021-01-22 10:18:07 151000us";136.70;0.96;18.93
"2021-01-22 10:18:07 156000us";136.70;0.96;18.93
"2021-01-22 10:18:07 161000us";136.70;0.96;18.93
"2021-01-22 10:18:07 166000us";136.70;0.96;18.93
"2021-01-22 10:18:07 171000us";136.70;0.96;18.93
"2021-01-22 10:18:07 176000us";136.70;0.96;18.93
"2021-01-22 10:18:07 181000us";136.70;0.96;18.93
"2021-01-22 10:18:07 186000us";136.70;0.96;18.93
"2021-01-22 10:18:07 191000us";136.70;0.96;18.93
"2021-01-22 10:18:07 196000us";136.70;0.96;18.93
"2021-01-22 10:18:07 201000us";136.70;0.96;18.93
"2021-01-22 10:18:07 206000us";136.70;0.96;18.93
"2021-01-22 10:18:07 211000us";136.70;0.96;18.93
"2021-01-22 10:18:07 216000us";136.70;0.96;18.93
"2021-01-22 10:18:07 221000us";136.70;0.96;18.93
"2021-01-22 10:18:07 226000us";136.70;0.96;18.93
"2021-01-22 10:18:07 231000us";136.70;0.96;18.93
"2021-01-22 10:18:07 236000us";136.70;0.96;18.93
"2021-01-22 10:18:07 241000us";136.70;0.96;18.93
"2021-01-22 10:18:07 246000us";136.70;0.96;18.93
"2021-01-22 10:18:07 251000us";158.50;0.95;20.14
"2021-01-22 10:18:07 256000us";158.50;0.95;20.14
"2021-01-22 10:18:07 261000us";158.50;0.95;20.14
"2021-01-22 10:18:07 266000us";158.50;0.95;20.14
"2021-01-22 10:18:07 271000us";158.50;0.95;20.14
"2021-01-22 10:18:07 276000us";158.50;0.95;20.14
"2021-01-22 10:18:07 281000us";158.50;0.95;20.14
"2021-01-22 10:18:07 286000us";158.50;0.95;20.14
"2021-01-22 10:18:07 291000us";158.50;0.95;20.14
