"DATE_TIME";"1__1_2500_044_Engine_Speed__ECU_";"1__1_0181_001_P_Charge_Mix_A";"1__1_4540_007_Fuel_Flow"
"2021-01-22 09:50:03 381000us";0.00;0.98;0.00
"2021-01-22 09:50:03 386000us";0.00;0.98;0.00
"2021-01-22 09:50:03 391000us";0.00;0.98;0.00
"2021-01-22 09:50:03 396000us";0.00;0.98;0.00
"2021-01-22 09:50:03 401000us";0.00;0.98;0.00
"2021-01-22 09:50:03 406000us";0.00;0.98;0.00
"2021-01-22 09:50:03 411000us";0.00;0.98;0.00
"2021-01-22 09:50:03 416000us";0.00;0.98;0.00
"2021-01-22 09:50:03 421000us";0.00;0.98;0.00
"2021-01-22 09:50:03 426000us";0.00;0.98;0.00
"2021-01-22 09:50:03 431000us";0.00;0.98;0.00
"2021-01-22 09:50:03 436000us";0.00;0.98;0.00
"2021-01-22 09:50:03 441000us";0.00;0.98;0.00
"2021-01-22 09:50:03 446000us";0.00;0.98;0.00
"2021-01-22 09:50:03 451000us";0.00;0.98;0.00
"2021-01-22 09:50:03 456000us";0.00;0.98;0.00
"2021-01-22 09:50:03 461000us";0.00;0.98;0.00
"2021-01-22 09:50:03 466000us";0.00;0.98;0.00
"2021-01-22 09:50:03 471000us";0.00;0.98;0.00
"2021-01-22 09:50:03 476000us";0.00;0.98;0.00
"2021-01-22 09:50:03 481000us";0.00;0.98;0.00
"2021-01-22 09:50:03 486000us";0.00;0.98;0.00
"2021-01-22 09:50:03 491000us";0.00;0.98;0.00
"2021-01-22 09:50:03 496000us";0.00;0.98;0.00
"2021-01-22 09:50:03 501000us";0.00;0.98;0.00
"2021-01-22 09:50:03 506000us";0.00;0.98;0.00
"2021-01-22 09:50:03 511000us";0.00;0.98;0.00
"2021-01-22 09:50:03 516000us";0.00;0.98;0.00
"2021-01-22 09:50:03 521000us";0.00;0.98;0.00
"2021-01-22 09:50:03 526000us";0.00;0.98;0.00
"2021-01-22 09:50:03 531000us";0.00;0.98;0.00
"2021-01-22 09:50:03 536000us";0.00;0.98;0.00
"2021-01-22 09:50:03 541000us";0.00;0.98;0.00
"2021-01-22 09:50:03 546000us";0.00;0.98;0.00
"2021-01-22 09:50:03 551000us";0.00;0.98;0.00
"2021-01-22 09:50:03 556000us";0.00;0.98;0.00
"2021-01-22 09:50:03 561000us";0.00;0.98;0.00
"2021-01-22 09:50:03 566000us";0.00;0.98;0.00
"2021-01-22 09:50:03 571000us";0.00;0.98;0.00
"2021-01-22 09:50:03 576000us";0.00;0.98;0.00
"2021-01-22 09:50:03 581000us";0.00;0.98;0.00
"2021-01-22 09:50:03 586000us";0.00;0.98;0.00
"2021-01-22 09:50:03 591000us";0.00;0.98;0.00
"2021-01-22 09:50:03 596000us";0.00;0.98;0.00
"2021-01-22 09:50:03 601000us";0.00;0.98;0.00
"2021-01-22 09:50:03 606000us";0.00;0.98;0.00
"2021-01-22 09:50:03 611000us";0.00;0.98;0.00
"2021-01-22 09:50:03 616000us";0.00;0.98;0.00
"2021-01-22 09:50:03 621000us";0.00;0.98;0.00
"2021-01-22 09:50:03 626000us";0.00;0.98;0.00
"2021-01-22 09:50:03 631000us";0.00;0.98;0.00
"2021-01-22 09:50:03 636000us";0.00;0.98;0.00
"2021-01-22 09:50:03 641000us";0.00;0.98;0.00
"2021-01-22 09:50:03 646000us";0.00;0.98;0.00
"2021-01-22 09:50:03 651000us";0.00;0.98;0.00
"2021-01-22 09:50:03 656000us";0.00;0.98;0.00
"2021-01-22 09:50:03 661000us";0.00;0.98;0.00
"2021-01-22 09:50:03 666000us";0.00;0.98;0.00
"2021-01-22 09:50:03 671000us";0.00;0.98;0.00
"2021-01-22 09:50:03 676000us";0.00;0.98;0.00
"2021-01-22 09:50:03 681000us";0.00;0.98;0.00
"2021-01-22 09:50:03 686000us";0.00;0.98;0.00
"2021-01-22 09:50:03 691000us";0.00;0.98;0.00
"2021-01-22 09:50:03 696000us";0.00;0.98;0.00
"2021-01-22 09:50:03 701000us";0.00;0.98;0.00
"2021-01-22 09:50:03 706000us";0.00;0.98;0.00
"2021-01-22 09:50:03 711000us";0.00;0.98;0.00
"2021-01-22 09:50:03 716000us";0.00;0.98;0.00
"2021-01-22 09:50:03 721000us";0.00;0.98;0.00
"2021-01-22 09:50:03 726000us";0.00;0.98;0.00
"2021-01-22 09:50:03 731000us";0.00;0.98;0.00
"2021-01-22 09:50:03 736000us";0.00;0.98;0.00
"2021-01-22 09:50:03 741000us";0.00;0.98;0.00
"2021-01-22 09:50:03 746000us";0.00;0.98;0.00
"2021-01-22 09:50:03 751000us";0.00;0.98;0.00
"2021-01-22 09:50:03 756000us";0.00;0.98;0.00
"2021-01-22 09:50:03 761000us";0.00;0.98;0.00
"2021-01-22 09:50:03 766000us";0.00;0.98;0.00
"2021-01-22 09:50:03 771000us";0.00;0.98;0.00
"2021-01-22 09:50:03 776000us";0.00;0.98;0.00
"2021-01-22 09:50:03 781000us";0.00;0.98;0.00
"2021-01-22 09:50:03 786000us";0.00;0.98;0.00
"2021-01-22 09:50:03 791000us";0.00;0.98;0.00
"2021-01-22 09:50:03 796000us";0.00;0.98;0.00
"2021-01-22 09:50:03 801000us";0.00;0.98;0.00
"2021-01-22 09:50:03 806000us";0.00;0.98;0.00
"2021-01-22 09:50:03 811000us";0.00;0.98;0.00
"2021-01-22 09:50:03 816000us";0.00;0.98;0.00
"2021-01-22 09:50:03 821000us";0.00;0.98;0.00
"2021-01-22 09:50:03 826000us";0.00;0.98;0.00
"2021-01-22 09:50:03 831000us";0.00;0.98;0.00
"2021-01-22 09:50:03 836000us";0.00;0.98;0.00
"2021-01-22 09:50:03 841000us";0.00;0.98;0.00
"2021-01-22 09:50:03 846000us";0.00;0.98;0.00
"2021-01-22 09:50:03 851000us";0.00;0.98;0.00
"2021-01-22 09:50:03 856000us";0.00;0.98;0.00
"2021-01-22 09:50:03 861000us";0.00;0.98;0.00
"2021-01-22 09:50:03 866000us";0.00;0.98;0.00
"2021-01-22 09:50:03 871000us";0.00;0.98;0.00
"2021-01-22 09:50:03 876000us";0.00;0.98;0.00
"2021-01-22 09:50:03 881000us";0.00;0.98;0.00
"2021-01-22 09:50:03 886000us";0.00;0.98;0.00
"2021-01-22 09:50:03 891000us";0.00;0.98;0.00
"2021-01-22 09:50:03 896000us";0.00;0.98;0.00
"2021-01-22 09:50:03 901000us";0.00;0.98;0.00
"2021-01-22 09:50:03 906000us";0.00;0.98;0.00
"2021-01-22 09:50:03 911000us";0.00;0.98;0.00
"2021-01-22 09:50:03 916000us";0.00;0.98;0.00
"2021-01-22 09:50:03 921000us";0.00;0.98;0.00
"2021-01-22 09:50:03 926000us";0.00;0.98;0.00
"2021-01-22 09:50:03 931000us";0.00;0.98;0.00
"2021-01-22 09:50:03 936000us";0.00;0.98;0.00
"2021-01-22 09:50:03 941000us";0.00;0.98;0.00
"2021-01-22 09:50:03 946000us";0.00;0.98;0.00
"2021-01-22 09:50:03 951000us";0.00;0.98;0.00
"2021-01-22 09:50:03 956000us";0.00;0.98;0.00
"2021-01-22 09:50:03 961000us";0.00;0.98;0.00
"2021-01-22 09:50:03 966000us";0.00;0.98;0.00
"2021-01-22 09:50:03 971000us";0.00;0.98;0.00
"2021-01-22 09:50:03 976000us";0.00;0.98;0.00
"2021-01-22 09:50:03 981000us";0.00;0.98;0.00
"2021-01-22 09:50:03 986000us";0.00;0.98;0.00
"2021-01-22 09:50:03 991000us";0.00;0.98;0.00
"2021-01-22 09:50:03 996000us";0.00;0.98;0.00
"2021-01-22 09:50:04 001000us";0.00;0.98;0.00
"2021-01-22 09:50:04 006000us";0.00;0.98;0.00
"2021-01-22 09:50:04 011000us";0.00;0.98;0.00
"2021-01-22 09:50:04 016000us";0.00;0.98;0.00
"2021-01-22 09:50:04 021000us";0.00;0.98;0.00
"2021-01-22 09:50:04 026000us";0.00;0.98;0.00
"2021-01-22 09:50:04 031000us";0.00;0.98;0.00
"2021-01-22 09:50:04 036000us";0.00;0.98;0.00
"2021-01-22 09:50:04 041000us";0.00;0.98;0.00
"2021-01-22 09:50:04 046000us";0.00;0.98;0.00
"2021-01-22 09:50:04 051000us";0.00;0.98;0.00
"2021-01-22 09:50:04 056000us";0.00;0.98;0.00
"2021-01-22 09:50:04 061000us";0.00;0.98;0.00
"2021-01-22 09:50:04 066000us";0.00;0.98;0.00
"2021-01-22 09:50:04 071000us";0.00;0.98;0.00
"2021-01-22 09:50:04 076000us";0.00;0.98;0.00
"2021-01-22 09:50:04 081000us";0.00;0.98;0.00
"2021-01-22 09:50:04 086000us";0.00;0.98;0.00
"2021-01-22 09:50:04 091000us";0.00;0.98;0.00
"2021-01-22 09:50:04 096000us";0.00;0.98;0.00
"2021-01-22 09:50:04 101000us";0.00;0.98;0.00
"2021-01-22 09:50:04 106000us";0.00;0.98;0.00
"2021-01-22 09:50:04 111000us";0.00;0.98;0.00
"2021-01-22 09:50:04 116000us";0.00;0.98;0.00
"2021-01-22 09:50:04 121000us";0.00;0.98;0.00
"2021-01-22 09:50:04 126000us";0.00;0.98;0.00
"2021-01-22 09:50:04 131000us";0.00;0.98;0.00
"2021-01-22 09:50:04 136000us";0.00;0.98;0.00
"2021-01-22 09:50:04 141000us";0.00;0.98;0.00
"2021-01-22 09:50:04 146000us";0.00;0.98;0.00
"2021-01-22 09:50:04 151000us";0.00;0.98;0.00
"2021-01-22 09:50:04 156000us";0.00;0.98;0.00
"2021-01-22 09:50:04 161000us";0.00;0.98;0.00
"2021-01-22 09:50:04 166000us";0.00;0.98;0.00
"2021-01-22 09:50:04 171000us";0.00;0.98;0.00
"2021-01-22 09:50:04 176000us";0.00;0.98;0.00
"2021-01-22 09:50:04 181000us";0.00;0.98;0.00
"2021-01-22 09:50:04 186000us";0.00;0.98;0.00
"2021-01-22 09:50:04 191000us";0.00;0.98;0.00
"2021-01-22 09:50:04 196000us";0.00;0.98;0.00
"2021-01-22 09:50:04 201000us";0.00;0.98;0.00
"2021-01-22 09:50:04 206000us";0.00;0.98;0.00
"2021-01-22 09:50:04 211000us";0.00;0.98;0.00
"2021-01-22 09:50:04 216000us";0.00;0.98;0.00
"2021-01-22 09:50:04 221000us";0.00;0.98;0.00
"2021-01-22 09:50:04 226000us";0.00;0.98;0.00
"2021-01-22 09:50:04 231000us";0.00;0.98;0.00
"2021-01-22 09:50:04 236000us";0.00;0.98;0.00
"2021-01-22 09:50:04 241000us";0.00;0.98;0.00
"2021-01-22 09:50:04 246000us";0.00;0.98;0.00
"2021-01-22 09:50:04 251000us";0.00;0.98;0.00
"2021-01-22 09:50:04 256000us";0.00;0.98;0.00
"2021-01-22 09:50:04 261000us";0.00;0.98;0.00
"2021-01-22 09:50:04 266000us";0.00;0.98;0.00
"2021-01-22 09:50:04 271000us";0.00;0.98;0.00
"2021-01-22 09:50:04 276000us";0.00;0.98;0.00
"2021-01-22 09:50:04 281000us";0.00;0.98;0.00
"2021-01-22 09:50:04 286000us";0.00;0.98;0.00
"2021-01-22 09:50:04 291000us";0.00;0.98;0.00
"2021-01-22 09:50:04 296000us";0.00;0.98;0.00
"2021-01-22 09:50:04 301000us";0.00;0.98;0.00
"2021-01-22 09:50:04 306000us";0.00;0.98;0.00
"2021-01-22 09:50:04 311000us";0.00;0.98;0.00
"2021-01-22 09:50:04 316000us";0.00;0.98;0.00
"2021-01-22 09:50:04 321000us";0.00;0.98;0.00
"2021-01-22 09:50:04 326000us";0.00;0.98;0.00
"2021-01-22 09:50:04 331000us";0.00;0.98;0.00
"2021-01-22 09:50:04 336000us";0.00;0.98;0.00
"2021-01-22 09:50:04 341000us";0.00;0.98;0.00
"2021-01-22 09:50:04 346000us";0.00;0.98;0.00
"2021-01-22 09:50:04 351000us";0.00;0.98;0.00
"2021-01-22 09:50:04 356000us";0.00;0.98;0.00
"2021-01-22 09:50:04 361000us";0.00;0.98;0.00
"2021-01-22 09:50:04 366000us";0.00;0.98;0.00
"2021-01-22 09:50:04 371000us";0.00;0.98;0.00
"2021-01-22 09:50:04 376000us";0.00;0.98;0.00
"2021-01-22 09:50:04 381000us";0.00;0.98;0.00
"2021-01-22 09:50:04 386000us";0.00;0.98;0.00
"2021-01-22 09:50:04 391000us";0.00;0.98;0.00
"2021-01-22 09:50:04 396000us";0.00;0.98;0.00
"2021-01-22 09:50:04 401000us";0.00;0.98;0.00
"2021-01-22 09:50:04 406000us";0.00;0.98;0.00
"2021-01-22 09:50:04 411000us";0.00;0.98;0.00
"2021-01-22 09:50:04 416000us";0.00;0.98;0.00
"2021-01-22 09:50:04 421000us";0.00;0.98;0.00
"2021-01-22 09:50:04 426000us";0.00;0.98;0.00
"2021-01-22 09:50:04 431000us";0.00;0.98;0.00
"2021-01-22 09:50:04 436000us";0.00;0.98;0.00
"2021-01-22 09:50:04 441000us";0.00;0.98;0.00
"2021-01-22 09:50:04 446000us";0.00;0.98;0.00
"2021-01-22 09:50:04 451000us";0.00;0.98;0.00
"2021-01-22 09:50:04 456000us";0.00;0.98;0.00
"2021-01-22 09:50:04 461000us";0.00;0.98;0.00
"2021-01-22 09:50:04 466000us";0.00;0.98;0.00
"2021-01-22 09:50:04 471000us";0.00;0.98;0.00
"2021-01-22 09:50:04 476000us";0.00;0.98;0.00
"2021-01-22 09:50:04 481000us";0.00;0.98;0.00
"2021-01-22 09:50:04 486000us";0.00;0.98;0.00
"2021-01-22 09:50:04 491000us";0.00;0.98;0.00
"2021-01-22 09:50:04 496000us";0.00;0.98;0.00
"2021-01-22 09:50:04 501000us";0.00;0.98;0.00
"2021-01-22 09:50:04 506000us";0.00;0.98;0.00
"2021-01-22 09:50:04 511000us";0.00;0.98;0.00
"2021-01-22 09:50:04 516000us";0.00;0.98;0.00
"2021-01-22 09:50:04 521000us";0.00;0.98;0.00
"2021-01-22 09:50:04 526000us";0.00;0.98;0.00
"2021-01-22 09:50:04 531000us";0.00;0.98;0.00
"2021-01-22 09:50:04 536000us";0.00;0.98;0.00
"2021-01-22 09:50:04 541000us";0.00;0.98;0.00
"2021-01-22 09:50:04 546000us";0.00;0.98;0.00
"2021-01-22 09:50:04 551000us";0.00;0.98;0.00
"2021-01-22 09:50:04 556000us";0.00;0.98;0.00
"2021-01-22 09:50:04 561000us";0.00;0.98;0.00
"2021-01-22 09:50:04 566000us";0.00;0.98;0.00
"2021-01-22 09:50:04 571000us";0.00;0.98;0.00
"2021-01-22 09:50:04 576000us";0.00;0.98;0.00
"2021-01-22 09:50:04 581000us";0.00;0.98;0.00
"2021-01-22 09:50:04 586000us";0.00;0.98;0.00
"2021-01-22 09:50:04 591000us";0.00;0.98;0.00
"2021-01-22 09:50:04 596000us";0.00;0.98;0.00
"2021-01-22 09:50:04 601000us";0.00;0.98;0.00
"2021-01-22 09:50:04 606000us";0.00;0.98;0.00
"2021-01-22 09:50:04 611000us";0.00;0.98;0.00
"2021-01-22 09:50:04 616000us";0.00;0.98;0.00
"2021-01-22 09:50:04 621000us";0.00;0.98;0.00
"2021-01-22 09:50:04 626000us";0.00;0.98;0.00
"2021-01-22 09:50:04 631000us";0.00;0.98;0.00
"2021-01-22 09:50:04 636000us";0.00;0.98;0.00
"2021-01-22 09:50:04 641000us";0.00;0.98;0.00
"2021-01-22 09:50:04 646000us";0.00;0.98;0.00
"2021-01-22 09:50:04 651000us";0.00;0.98;0.00
"2021-01-22 09:50:04 656000us";0.00;0.98;0.00
"2021-01-22 09:50:04 661000us";0.00;0.98;0.00
"2021-01-22 09:50:04 666000us";0.00;0.98;0.00
"2021-01-22 09:50:04 671000us";0.00;0.98;0.00
"2021-01-22 09:50:04 676000us";0.00;0.98;0.00
"2021-01-22 09:50:04 681000us";0.00;0.98;0.00
"2021-01-22 09:50:04 686000us";0.00;0.98;0.00
"2021-01-22 09:50:04 691000us";0.00;0.98;0.00
"2021-01-22 09:50:04 696000us";0.00;0.98;0.00
"2021-01-22 09:50:04 701000us";0.00;0.98;0.00
"2021-01-22 09:50:04 706000us";0.00;0.98;0.00
"2021-01-22 09:50:04 711000us";0.00;0.98;0.00
"2021-01-22 09:50:04 716000us";0.00;0.98;0.00
"2021-01-22 09:50:04 721000us";0.00;0.98;0.00
"2021-01-22 09:50:04 726000us";0.00;0.98;0.00
"2021-01-22 09:50:04 731000us";0.00;0.98;0.00
"2021-01-22 09:50:04 736000us";0.00;0.98;0.00
"2021-01-22 09:50:04 741000us";0.00;0.98;0.00
"2021-01-22 09:50:04 746000us";0.00;0.98;0.00
"2021-01-22 09:50:04 751000us";0.00;0.98;0.00
"2021-01-22 09:50:04 756000us";0.00;0.98;0.00
"2021-01-22 09:50:04 761000us";0.00;0.98;0.00
"2021-01-22 09:50:04 766000us";0.00;0.98;0.00
"2021-01-22 09:50:04 771000us";0.00;0.98;0.00
"2021-01-22 09:50:04 776000us";0.00;0.98;0.00
"2021-01-22 09:50:04 781000us";0.00;0.98;0.00
"2021-01-22 09:50:04 786000us";0.00;0.98;0.00
"2021-01-22 09:50:04 791000us";0.00;0.98;0.00
"2021-01-22 09:50:04 796000us";0.00;0.98;0.00
"2021-01-22 09:50:04 801000us";0.00;0.98;0.00
"2021-01-22 09:50:04 806000us";0.00;0.98;0.00
"2021-01-22 09:50:04 811000us";0.00;0.98;0.00
"2021-01-22 09:50:04 816000us";0.00;0.98;0.00
"2021-01-22 09:50:04 821000us";0.00;0.98;0.00
"2021-01-22 09:50:04 826000us";0.00;0.98;0.00
"2021-01-22 09:50:04 831000us";0.00;0.98;0.00
"2021-01-22 09:50:04 836000us";0.00;0.98;0.00
"2021-01-22 09:50:04 841000us";0.00;0.98;0.00
"2021-01-22 09:50:04 846000us";0.00;0.98;0.00
"2021-01-22 09:50:04 851000us";0.00;0.98;0.00
"2021-01-22 09:50:04 856000us";0.00;0.98;0.00
"2021-01-22 09:50:04 861000us";0.00;0.98;0.00
"2021-01-22 09:50:04 866000us";0.00;0.98;0.00
"2021-01-22 09:50:04 871000us";0.00;0.98;0.00
"2021-01-22 09:50:04 876000us";0.00;0.98;0.00
"2021-01-22 09:50:04 881000us";0.00;0.98;0.00
"2021-01-22 09:50:04 886000us";0.00;0.98;0.00
"2021-01-22 09:50:04 891000us";0.00;0.98;0.00
"2021-01-22 09:50:04 896000us";0.00;0.98;0.00
"2021-01-22 09:50:04 901000us";0.00;0.98;0.00
"2021-01-22 09:50:04 906000us";0.00;0.98;0.00
"2021-01-22 09:50:04 911000us";0.00;0.98;0.00
"2021-01-22 09:50:04 916000us";0.00;0.98;0.00
"2021-01-22 09:50:04 921000us";0.00;0.98;0.00
"2021-01-22 09:50:04 926000us";0.00;0.98;0.00
"2021-01-22 09:50:04 931000us";0.00;0.98;0.00
"2021-01-22 09:50:04 936000us";0.00;0.98;0.00
"2021-01-22 09:50:04 941000us";0.00;0.98;0.00
"2021-01-22 09:50:04 946000us";0.00;0.98;0.00
"2021-01-22 09:50:04 951000us";0.00;0.98;0.00
"2021-01-22 09:50:04 956000us";0.00;0.98;0.00
"2021-01-22 09:50:04 961000us";0.00;0.98;0.00
"2021-01-22 09:50:04 966000us";0.00;0.98;0.00
"2021-01-22 09:50:04 971000us";0.00;0.98;0.00
"2021-01-22 09:50:04 976000us";0.00;0.98;0.00
"2021-01-22 09:50:04 981000us";0.00;0.98;0.00
"2021-01-22 09:50:04 986000us";0.00;0.98;0.00
"2021-01-22 09:50:04 991000us";0.00;0.98;0.00
"2021-01-22 09:50:04 996000us";0.00;0.98;0.00
"2021-01-22 09:50:05 001000us";0.00;0.98;0.00
"2021-01-22 09:50:05 006000us";0.00;0.98;0.00
"2021-01-22 09:50:05 011000us";0.00;0.98;0.00
"2021-01-22 09:50:05 016000us";0.00;0.98;0.00
"2021-01-22 09:50:05 021000us";0.00;0.98;0.00
"2021-01-22 09:50:05 026000us";0.00;0.98;0.00
"2021-01-22 09:50:05 031000us";0.00;0.98;0.00
"2021-01-22 09:50:05 036000us";0.00;0.98;0.00
"2021-01-22 09:50:05 041000us";0.00;0.98;0.00
"2021-01-22 09:50:05 046000us";0.00;0.98;0.00
"2021-01-22 09:50:05 051000us";0.00;0.98;0.00
"2021-01-22 09:50:05 056000us";0.00;0.98;0.00
"2021-01-22 09:50:05 061000us";0.00;0.98;0.00
"2021-01-22 09:50:05 066000us";0.00;0.98;0.00
"2021-01-22 09:50:05 071000us";0.00;0.98;0.00
"2021-01-22 09:50:05 076000us";0.00;0.98;0.00
"2021-01-22 09:50:05 081000us";0.00;0.98;0.00
"2021-01-22 09:50:05 086000us";0.00;0.98;0.00
"2021-01-22 09:50:05 091000us";0.00;0.98;0.00
"2021-01-22 09:50:05 096000us";0.00;0.98;0.00
"2021-01-22 09:50:05 101000us";0.00;0.98;0.00
"2021-01-22 09:50:05 106000us";0.00;0.98;0.00
"2021-01-22 09:50:05 111000us";0.00;0.98;0.00
"2021-01-22 09:50:05 116000us";0.00;0.98;0.00
"2021-01-22 09:50:05 121000us";0.00;0.98;0.00
"2021-01-22 09:50:05 126000us";0.00;0.98;0.00
"2021-01-22 09:50:05 131000us";0.00;0.98;0.00
"2021-01-22 09:50:05 136000us";0.00;0.98;0.00
"2021-01-22 09:50:05 141000us";0.00;0.98;0.00
"2021-01-22 09:50:05 146000us";0.00;0.98;0.00
"2021-01-22 09:50:05 151000us";0.00;0.98;0.00
"2021-01-22 09:50:05 156000us";0.00;0.98;0.00
"2021-01-22 09:50:05 161000us";0.00;0.98;0.00
"2021-01-22 09:50:05 166000us";0.00;0.98;0.00
"2021-01-22 09:50:05 171000us";0.00;0.98;0.00
"2021-01-22 09:50:05 176000us";0.00;0.98;0.00
"2021-01-22 09:50:05 181000us";0.00;0.98;0.00
"2021-01-22 09:50:05 186000us";0.00;0.98;0.00
"2021-01-22 09:50:05 191000us";0.00;0.98;0.00
"2021-01-22 09:50:05 196000us";0.00;0.98;0.00
"2021-01-22 09:50:05 201000us";0.00;0.98;0.00
"2021-01-22 09:50:05 206000us";0.00;0.98;0.00
"2021-01-22 09:50:05 211000us";0.00;0.98;0.00
"2021-01-22 09:50:05 216000us";0.00;0.98;0.00
"2021-01-22 09:50:05 221000us";0.00;0.98;0.00
"2021-01-22 09:50:05 226000us";0.00;0.98;0.00
"2021-01-22 09:50:05 231000us";0.00;0.98;0.00
"2021-01-22 09:50:05 236000us";0.00;0.98;0.00
"2021-01-22 09:50:05 241000us";0.00;0.98;0.00
"2021-01-22 09:50:05 246000us";0.00;0.98;0.00
"2021-01-22 09:50:05 251000us";0.00;0.98;0.00
"2021-01-22 09:50:05 256000us";0.00;0.98;0.00
"2021-01-22 09:50:05 261000us";0.00;0.98;0.00
"2021-01-22 09:50:05 266000us";0.00;0.98;0.00
"2021-01-22 09:50:05 271000us";0.00;0.98;0.00
"2021-01-22 09:50:05 276000us";0.00;0.98;0.00
"2021-01-22 09:50:05 281000us";0.00;0.98;0.00
"2021-01-22 09:50:05 286000us";0.00;0.98;0.00
"2021-01-22 09:50:05 291000us";0.00;0.98;0.00
"2021-01-22 09:50:05 296000us";0.00;0.98;0.00
"2021-01-22 09:50:05 301000us";0.00;0.98;0.00
"2021-01-22 09:50:05 306000us";0.00;0.98;0.00
"2021-01-22 09:50:05 311000us";0.00;0.98;0.00
"2021-01-22 09:50:05 316000us";0.00;0.98;0.00
"2021-01-22 09:50:05 321000us";0.00;0.98;0.00
"2021-01-22 09:50:05 326000us";0.00;0.98;0.00
"2021-01-22 09:50:05 331000us";0.00;0.98;0.00
"2021-01-22 09:50:05 336000us";0.00;0.98;0.00
"2021-01-22 09:50:05 341000us";0.00;0.98;0.00
"2021-01-22 09:50:05 346000us";0.00;0.98;0.00
"2021-01-22 09:50:05 351000us";0.00;0.98;0.00
"2021-01-22 09:50:05 356000us";0.00;0.98;0.00
"2021-01-22 09:50:05 361000us";0.00;0.98;0.00
"2021-01-22 09:50:05 366000us";0.00;0.98;0.00
"2021-01-22 09:50:05 371000us";0.00;0.98;0.00
"2021-01-22 09:50:05 376000us";0.00;0.98;0.00
"2021-01-22 09:50:05 381000us";0.00;0.98;0.00
"2021-01-22 09:50:05 386000us";0.00;0.98;0.00
"2021-01-22 09:50:05 391000us";0.00;0.98;0.00
"2021-01-22 09:50:05 396000us";0.00;0.98;0.00
"2021-01-22 09:50:05 401000us";0.00;0.98;0.00
"2021-01-22 09:50:05 406000us";0.00;0.98;0.00
"2021-01-22 09:50:05 411000us";0.00;0.98;0.00
"2021-01-22 09:50:05 416000us";0.00;0.98;0.00
"2021-01-22 09:50:05 421000us";0.00;0.98;0.00
"2021-01-22 09:50:05 426000us";0.00;0.98;0.00
"2021-01-22 09:50:05 431000us";0.00;0.98;0.00
"2021-01-22 09:50:05 436000us";0.00;0.98;0.00
"2021-01-22 09:50:05 441000us";0.00;0.98;0.00
"2021-01-22 09:50:05 446000us";0.00;0.98;0.00
"2021-01-22 09:50:05 451000us";0.00;0.98;0.00
"2021-01-22 09:50:05 456000us";0.00;0.98;0.00
"2021-01-22 09:50:05 461000us";0.00;0.98;0.00
"2021-01-22 09:50:05 466000us";0.00;0.98;0.00
"2021-01-22 09:50:05 471000us";0.00;0.98;0.00
"2021-01-22 09:50:05 476000us";0.00;0.98;0.00
"2021-01-22 09:50:05 481000us";0.00;0.98;0.00
"2021-01-22 09:50:05 486000us";0.00;0.98;0.00
"2021-01-22 09:50:05 491000us";0.00;0.98;0.00
"2021-01-22 09:50:05 496000us";0.00;0.98;0.00
"2021-01-22 09:50:05 501000us";0.00;0.98;0.00
"2021-01-22 09:50:05 506000us";0.00;0.98;0.00
"2021-01-22 09:50:05 511000us";0.00;0.98;0.00
